year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage
2015,14,47,1,2,5,3,400
2020,7,38,2,2,4,16,130
2020,8,40,2,2,5,13,250
2010,8,30,2,2,5,7,100
2015,13,36,2,2,4,17,150
2020,13,41,2,2,4,17,270
2010,7,30,2,2,5,16,130
2020,8,40,2,2,5,16,200
2020,13,37,2,2,4,16,120
2015,7,33,1,2,4,8,300
2020,7,38,1,2,4,8,290
2010,4,31,2,2,4,14,50
2020,4,41,2,2,5,17,118
2010,13,37,1,2,3,7,210
2015,13,42,1,2,3,7,400
2020,13,47,1,2,3,7,330
2010,1,36,1,2,5,18,330
2015,1,41,1,2,5,18,360
2020,1,46,1,2,5,18,360
2020,1,39,2,2,4,6,210
2010,5,34,1,2,3,3,300
2015,5,39,1,2,3,19,250
2020,5,44,1,2,3,19,320
2015,15,38,2,2,4,7,150
2010,14,32,2,2,5,16,60
2015,14,37,2,3,5,9,100
2010,1,30,1,2,4,7,200
2015,1,35,1,2,4,7,320
2020,1,40,1,2,4,7,350
2010,8,38,1,2,5,3,316
2010,9,31,2,2,5,16,130
2015,9,36,2,2,5,16,250
2020,9,41,2,2,5,16,290
2010,9,31,2,2,5,16,150
2015,9,36,2,2,5,16,250
2020,9,41,2,2,5,16,270
2010,14,32,1,2,3,3,180
2015,3,37,1,2,3,3,225
2020,4,42,1,2,3,3,350
2010,4,32,1,2,5,15,250
2010,1,28,2,2,5,14,100
2015,1,33,2,2,5,14,240
2020,1,38,2,2,5,14,200
2010,14,35,1,2,4,3,320
2015,14,40,1,2,4,3,327
2020,14,45,1,2,4,3,500
2010,1,35,1,2,5,16,250
2015,1,40,1,2,5,3,450
2020,1,45,1,2,5,3,650
2020,13,39,2,2,4,17,150
2010,3,40,1,2,3,3,445
2015,3,45,1,2,3,3,700
2020,3,50,1,2,3,3,800
2010,6,31,1,2,5,15,265
2015,6,36,1,2,5,15,350
2020,6,41,1,2,5,15,500
2010,11,31,2,2,5,15,215
2010,8,31,1,2,3,5,156
2015,8,36,1,2,3,5,290
2010,6,54,2,2,2,9,160
2020,6,64,2,2,2,14,100
2010,6,66,1,2,3,3,85
2015,6,71,1,2,3,14,100
2020,6,76,1,2,3,15,27
2015,6,30,1,1,4,16,50
2020,6,35,1,2,5,15,200
2020,6,33,2,2,5,17,150
2010,15,34,2,2,3,18,28
2015,15,39,2,2,3,3,110
2020,15,44,2,2,3,3,200
2010,13,30,1,2,5,1,280
2010,6,31,1,2,5,18,400
2015,6,36,1,2,5,18,520
2010,3,33,2,2,3,19,380
2015,3,38,2,2,3,19,500
2020,11,45,2,2,2,3,225
2015,15,35,1,2,4,15,220
2020,15,40,1,2,4,15,370
2010,3,29,2,2,5,16,250
2010,11,34,2,2,3,17,96
2020,11,44,2,2,3,17,200
2010,7,32,1,2,3,8,220
2010,14,32,1,2,5,6,220
2015,14,37,1,2,5,6,400
2015,14,33,2,1,4,13,195
2010,11,35,1,2,2,8,265
2015,12,40,1,2,2,6,120
2020,12,45,1,2,2,6,280
2020,7,38,2,2,4,12,150
2010,3,34,1,2,5,3,270
2015,14,39,1,2,5,3,700
2020,3,44,1,2,5,3,850
2020,8,36,1,2,5,13,410
2015,11,32,2,2,5,16,220
2020,11,37,2,2,5,16,270
2010,15,36,1,2,5,4,325
2015,2,41,1,2,5,3,310
2020,2,46,1,2,5,3,400
2010,3,31,2,2,5,7,170
2015,3,36,2,2,5,7,261
2020,3,41,2,2,5,7,300
2010,11,29,1,2,3,14,150
2015,11,34,1,2,3,3,200
2020,11,39,1,2,3,3,400
2010,3,30,1,2,4,8,225
2015,14,35,1,2,4,3,300
2020,14,40,1,2,4,3,350
2015,4,39,2,2,3,6,175
2020,19,44,2,2,3,6,180
2010,1,33,1,2,5,7,300
2015,1,38,1,2,5,7,340
2020,1,43,1,2,5,7,430
2010,8,34,2,2,5,17,380
2010,1,29,2,2,5,6,150
2020,1,39,2,2,5,6,600
2010,1,32,1,2,3,7,416
2015,1,37,1,2,3,7,500
2020,1,42,1,2,3,7,400
2015,1,43,1,2,3,7,300
2020,8,38,2,2,4,16,210
2010,1,35,1,2,5,15,270
2015,1,40,1,2,5,15,400
2020,11,45,1,2,5,15,500
2010,8,37,1,2,5,10,200
2015,8,42,1,2,5,10,370
2010,8,36,1,2,5,3,385
2015,8,41,1,2,5,3,600
2020,8,46,1,2,5,3,700
2010,2,34,1,2,3,3,200
2015,2,39,1,2,3,3,240
2020,2,44,1,2,3,11,230
2010,2,33,1,2,5,7,300
2020,1,47,1,2,5,15,450
2020,14,45,1,1,4,6,200
2020,1,43,2,2,5,19,100
2010,5,31,1,2,3,7,290
2020,5,41,1,2,3,19,380
2020,6,24,1,1,3,18,200
2015,7,38,1,2,3,9,220
2020,7,43,1,2,3,9,330
2015,8,56,1,2,2,9,150
2020,8,61,1,2,2,12,175
2015,8,40,1,2,5,13,800
2020,8,45,1,2,5,13,900
2020,1,46,1,2,5,11,700
2015,1,34,2,2,5,13,200
2010,1,27,2,2,5,10,180
2015,1,32,2,2,5,10,250
2020,8,37,2,2,5,10,280
2020,1,40,1,2,3,4,250
2010,12,33,2,2,5,16,200
2015,12,38,2,2,5,16,340
2020,12,43,2,2,5,16,480
2015,14,33,2,2,5,11,280
2020,14,38,2,2,5,11,450
2010,15,33,1,2,5,7,205
2015,15,38,1,2,5,7,270
2020,1,47,1,2,5,13,550
2015,2,46,1,2,5,15,350
2010,1,34,1,2,5,10,340
2015,1,39,1,2,5,10,470
2020,1,44,1,2,5,10,450
2010,1,33,1,2,5,16,250
2015,1,38,1,2,5,18,250
2010,1,30,1,2,4,3,200
2015,5,35,1,2,4,3,330
2020,5,40,1,2,4,3,480
2015,1,36,1,2,3,8,128
2020,1,41,1,2,3,7,240
2010,2,37,1,2,4,8,260
2015,2,42,1,2,4,8,280
2020,2,47,1,2,4,19,300
2015,2,29,1,2,4,7,170
2020,2,34,1,2,4,7,220
2010,2,30,1,2,5,7,180
2015,2,35,1,2,5,7,200
2020,2,40,1,2,5,7,250
2010,5,33,1,2,5,16,150
2015,5,38,1,2,5,13,260
2020,5,43,1,2,5,1,250
2010,2,32,1,2,5,15,258
2015,2,37,1,2,5,15,370
2020,2,42,1,2,5,15,400
2020,1,41,1,2,5,3,450
2015,1,33,2,2,5,7,350
2020,1,38,2,2,5,7,400
2010,4,31,2,2,5,15,160
2015,4,36,2,2,5,15,230
2020,19,41,2,2,5,15,370
2015,8,43,1,2,5,13,450
2010,8,36,1,2,5,10,420
2015,1,41,1,2,5,10,560
2020,1,46,1,2,5,10,560
2020,1,48,1,2,5,6,300
2010,8,27,2,2,4,11,200
2010,8,27,2,2,3,17,95
2020,8,37,2,2,3,17,210
2015,15,36,2,2,3,19,130
2015,15,40,2,2,3,17,120
2010,4,27,2,2,3,3,200
2015,2,32,2,2,3,3,240
2020,2,37,2,2,3,3,320
2015,15,35,2,2,4,13,190
2020,15,40,2,2,4,4,200
2015,15,36,2,2,3,3,66
2020,15,41,2,2,3,3,165
2010,8,30,1,2,5,13,458
2015,8,35,1,2,5,10,550
2010,15,31,2,2,4,3,250
2020,8,46,2,2,5,10,300
2010,1,32,1,2,5,16,250
2015,1,37,1,2,5,16,170
2020,1,46,1,2,5,17,270
2020,1,42,2,2,4,17,100
2020,1,39,1,2,5,9,250
2020,1,38,2,2,5,13,250
2010,8,34,1,2,5,3,250
2015,8,35,2,2,5,11,290
2020,1,46,1,2,5,7,400
2010,1,36,2,2,4,17,200
2010,15,28,2,2,5,16,200
2015,15,33,2,2,5,16,270
2020,15,38,2,2,5,16,350
2015,15,35,2,2,4,17,70
2020,15,40,2,2,4,17,150
2010,14,50,1,2,2,3,150
2015,14,55,1,2,2,14,150
2020,14,60,1,2,2,17,130
2010,2,41,1,2,5,3,300
2015,2,46,1,2,5,3,350
2020,2,51,1,2,5,3,360
2010,14,32,1,2,3,6,205
2015,14,37,1,2,3,6,200
2020,14,42,1,2,3,6,330
2010,3,27,1,2,4,14,150
2015,3,32,1,2,4,14,190
2020,3,37,1,2,4,13,210
2015,3,35,2,2,5,13,130
2010,3,33,1,2,5,21,470
2015,3,38,1,2,5,21,500
2020,3,43,1,2,5,21,500
2015,8,34,2,2,5,15,215
2020,8,39,2,2,5,15,320
2015,5,40,2,2,3,17,110
2020,5,45,2,2,3,17,198
2020,5,34,1,2,4,6,268
2010,5,27,1,2,5,15,230
2015,5,32,1,2,5,15,398
2020,5,37,1,2,5,15,413
2010,1,35,1,2,5,11,320
2020,1,45,1,2,5,11,500
2010,13,29,1,2,4,3,350
2015,13,34,1,2,4,3,440
2020,13,39,1,2,4,3,490
2010,1,35,1,2,5,7,250
2015,8,40,1,2,5,7,450
2015,8,37,1,2,4,18,180
2020,8,42,1,2,4,7,350
2015,2,40,1,2,5,3,480
2010,8,31,1,2,5,3,233
2015,8,36,1,2,5,3,300
2020,8,41,1,2,5,3,480
2020,8,39,1,2,3,18,210
2020,1,51,1,2,5,10,600
2015,8,38,1,2,4,3,200
2020,8,43,1,2,4,6,410
2015,8,39,2,2,3,11,200
2020,8,44,2,2,3,7,110
2010,8,34,1,2,3,8,100
2015,8,39,1,2,3,8,300
2020,8,44,1,2,3,8,583
2020,8,39,1,2,4,17,270
2010,8,29,2,2,5,11,320
2015,12,33,2,2,3,11,380
2020,12,38,2,2,3,11,600
2010,13,27,1,2,3,3,275
2015,13,32,1,2,3,3,380
2015,13,31,2,2,4,17,100
2010,8,28,1,2,4,3,200
2020,8,38,1,2,4,3,300
2015,15,38,1,2,5,3,250
2020,15,43,1,2,5,3,270
2010,6,36,1,2,5,6,400
2015,15,41,1,2,5,6,400
2020,15,46,1,2,5,6,400
2015,15,37,2,2,5,16,310
2020,15,42,2,2,5,16,350
2010,15,34,2,2,4,17,250
2015,15,39,2,2,4,17,250
2020,15,44,2,2,4,17,350
2015,8,39,1,2,5,11,600
2020,8,44,1,2,5,8,580
2015,7,33,2,2,5,17,350
2020,7,38,2,2,5,17,416
2010,2,29,1,2,4,3,200
2015,2,34,1,2,4,3,350
2020,2,39,1,2,4,3,385
2010,3,28,2,2,4,3,110
2010,3,25,1,1,4,3,130
2010,1,27,2,2,3,7,150
2010,1,30,1,2,5,16,190
2015,1,35,1,2,5,16,270
2020,1,40,1,2,5,16,400
2020,5,39,2,2,4,17,325
2010,5,33,2,2,4,11,400
2020,8,46,1,2,3,8,220
2015,8,44,1,2,5,7,450
2020,8,49,1,2,5,7,400
2015,5,37,1,2,4,19,398
2010,1,36,1,2,4,12,250
2015,8,41,1,2,4,12,335
2020,5,46,1,2,4,7,360
2020,8,43,1,2,5,3,700
2010,1,32,1,2,4,7,170
2015,1,37,1,2,4,6,280
2010,5,36,1,2,5,8,211
2015,5,41,1,2,5,8,344
2020,5,46,1,2,5,8,385
2020,8,39,2,2,4,7,150
2010,1,33,1,2,5,3,400
2020,8,41,1,2,5,3,750
2010,1,42,2,2,5,16,370
2015,1,47,2,2,5,16,450
2020,1,52,2,2,5,16,400
2010,7,30,1,2,5,3,360
2015,7,35,1,2,5,3,441
2020,7,40,1,2,5,3,483
2020,2,40,2,2,4,14,150
2020,1,38,1,2,4,16,280
2015,15,34,1,2,4,3,250
2020,15,39,1,2,4,6,350
2015,1,33,1,2,5,11,600
2020,1,38,1,2,5,11,380
2010,2,29,1,2,5,3,150
2015,15,34,1,2,5,3,430
2020,15,39,1,2,5,3,430
2010,2,32,1,2,3,19,200
2015,2,37,1,2,3,19,300
2020,2,42,1,3,3,6,300
2015,8,39,1,2,5,16,800
2020,8,44,1,2,5,16,500
2010,4,30,2,2,5,16,360
2015,4,35,2,2,5,16,300
2020,4,40,2,2,5,16,470
2015,7,29,1,2,4,13,170
2020,7,34,1,2,4,13,300
2010,7,31,1,2,5,8,200
2015,7,36,1,2,5,8,290
2020,7,41,1,2,5,8,320
2015,1,33,2,2,5,17,280
2020,8,38,2,2,5,17,350
2020,14,41,2,2,4,6,200
2020,8,51,1,2,4,3,700
2010,8,36,1,2,3,3,200
2010,8,25,2,2,5,18,120
2010,4,29,2,2,3,9,120
2015,10,30,1,2,5,4,270
2020,10,35,1,2,5,4,370
2015,10,37,2,2,5,16,280
2020,10,42,2,2,5,16,350
2015,11,33,2,2,3,14,128
2020,12,43,1,2,5,13,400
2010,11,27,2,2,3,8,170
2015,8,41,1,2,5,6,300
2020,8,46,1,2,5,6,380
2015,8,30,2,2,5,18,200
2015,13,30,2,2,3,17,80
2010,8,31,1,2,4,15,200
2015,8,36,1,2,4,15,300
2010,14,30,1,2,5,3,240
2015,14,35,1,2,5,6,410
2020,14,40,1,2,5,6,415
2010,15,30,1,2,4,8,200
2015,15,35,1,2,4,8,230
2020,8,40,1,2,4,8,430
2015,14,30,1,2,5,3,250
2020,14,35,1,2,5,3,315
2010,15,36,2,2,4,17,180
2010,15,39,1,2,5,7,250
2015,15,44,1,2,5,7,300
2020,15,49,1,2,5,7,400
2010,8,29,1,2,4,15,215
2015,8,34,1,2,4,15,350
2020,8,39,1,2,4,15,450
2015,1,39,1,2,5,11,400
2020,1,44,1,2,5,11,700
2020,11,35,2,2,3,3,106
2020,1,45,2,2,5,3,500
2010,1,31,1,2,4,3,200
2015,1,36,1,2,4,3,310
2020,1,41,1,2,4,3,400
2020,8,40,1,2,5,13,400
2010,5,40,1,2,3,15,350
2015,5,45,1,2,3,15,350
2015,8,34,1,2,4,3,248
2015,8,35,2,2,3,3,150
2010,8,33,1,2,5,15,180
2015,3,30,2,2,5,17,225
2020,10,37,2,2,3,6,200
2020,10,33,1,2,5,11,340
2015,8,35,2,2,5,7,100
2020,8,40,2,2,5,7,300
2015,14,52,2,2,3,16,178
2020,14,27,1,2,4,3,350
2010,15,29,1,2,4,3,200
2015,15,34,1,2,4,3,500
2020,15,39,1,2,4,3,500
2015,11,31,1,2,4,3,167
2020,11,36,1,2,4,3,230
2010,1,28,2,2,5,3,190
2015,1,32,1,2,5,13,250
2020,1,37,1,2,5,4,400
2010,1,32,1,2,5,3,310
2015,1,37,1,2,5,3,500
2020,1,42,1,2,5,3,800
2020,1,49,2,2,3,3,500
2015,1,33,1,2,5,6,410
2020,8,38,1,2,5,6,480
2015,8,34,2,2,5,17,195
2010,2,25,2,2,4,3,135
2015,2,30,2,2,4,3,155
2020,2,35,2,2,4,19,130
2010,2,31,1,2,5,8,253
2015,2,36,1,2,5,8,250
2020,2,41,1,2,5,8,310
2010,2,34,1,2,5,6,260
2020,1,38,2,2,5,18,400
2015,8,35,1,2,5,13,270
2010,2,26,2,2,5,7,380
2015,2,31,2,2,5,7,520
2020,2,36,2,2,5,7,550
2015,14,37,1,2,5,16,390
2020,14,42,1,2,5,16,485
2010,3,35,1,2,4,7,340
2015,3,40,1,2,4,7,500
2015,5,29,2,2,3,7,100
2015,15,49,1,2,3,7,180
2020,15,54,1,2,3,7,215
2010,5,30,1,2,4,6,250
2015,5,35,1,2,4,6,306
2015,8,37,1,2,5,11,584
2020,8,42,1,2,5,11,600
2010,6,31,1,2,5,11,500
2015,6,36,1,2,5,11,621
2010,6,30,1,2,4,7,270
2015,6,35,1,2,4,7,350
2010,4,33,1,2,5,8,180
2015,4,38,1,2,5,8,290
2020,4,43,1,2,5,8,380
2010,14,36,1,2,5,5,430
2015,7,41,1,2,5,4,670
2020,7,46,1,2,5,4,900
2010,8,38,1,2,5,12,196
2015,8,43,1,2,5,12,295
2020,8,48,1,2,5,12,340
2015,5,37,1,2,5,3,500
2020,5,42,1,2,5,3,550
2010,8,32,1,2,3,8,150
2015,8,37,1,2,3,8,250
2010,8,22,1,2,3,3,135
2015,8,27,1,2,3,3,240
2020,8,32,1,2,3,3,300
2010,8,25,1,2,4,11,118
2015,8,30,1,2,4,14,254
2020,8,35,1,2,4,14,400
2015,7,46,1,2,3,3,270
2015,8,39,1,2,3,5,180
2020,8,44,1,2,3,6,120
2020,8,34,2,2,3,3,180
2020,8,35,1,2,5,14,370
2010,9,28,1,2,5,6,130
2015,9,34,2,2,5,17,200
2020,9,39,2,2,5,17,300
2020,4,32,2,2,5,17,240
2010,4,32,1,2,4,6,200
2015,4,37,1,2,4,6,280
2010,11,37,1,2,3,6,145
2015,11,42,1,2,3,14,285
2020,11,47,1,2,3,6,380
2015,5,43,1,2,4,3,280
2020,5,48,1,2,4,3,570
2010,15,31,1,2,3,3,270
2010,15,31,1,2,5,4,330
2015,15,36,1,2,5,4,550
2020,15,41,1,2,5,4,700
2010,15,27,2,2,5,17,145
2020,15,37,2,2,5,17,200
2010,15,28,1,2,3,9,250
2015,1,37,1,2,5,3,250
2020,8,42,1,2,5,3,380
2020,1,44,1,2,5,19,200
2020,5,45,1,2,5,7,240
2015,5,37,1,2,4,9,207
2020,5,42,1,2,4,3,275
2015,8,36,1,2,3,14,260
2020,8,41,1,2,3,14,300
2015,1,33,1,2,5,18,150
2020,1,38,1,2,5,18,400
2015,8,41,1,2,5,3,500
2020,1,66,1,2,5,13,700
2015,8,35,1,2,5,7,260
2020,8,40,1,2,5,7,450
2015,9,38,1,2,5,3,280
2020,9,43,1,2,5,3,320
2015,12,34,1,2,5,3,260
2020,12,39,1,2,5,3,250
2015,11,33,1,2,5,3,230
2020,11,38,1,2,5,3,430
2020,8,35,2,2,5,3,110
2020,5,50,2,2,4,7,135
2015,7,37,1,2,3,3,210
2020,15,42,1,2,3,3,260
2020,8,39,2,2,5,15,300
2015,8,41,1,2,5,3,310
2020,8,46,1,2,5,3,450
2020,12,36,1,2,5,3,200
2020,1,37,2,2,3,7,200
2015,8,36,2,2,3,3,290
2020,1,41,2,2,3,3,250
2015,1,34,1,1,5,11,177
2020,1,42,1,2,4,19,100
2020,1,41,1,2,5,10,400
2015,8,38,1,2,5,6,270
2020,8,43,1,2,5,6,340
2015,7,35,1,2,4,3,430
2020,2,40,1,2,4,3,600
2015,2,35,1,2,5,3,380
2020,2,40,1,2,5,3,410
2015,2,31,1,2,3,7,300
2020,2,36,1,2,3,6,400
2015,2,35,1,2,4,3,260
2020,15,40,1,2,4,3,250
2015,2,34,1,2,4,3,250
2020,2,39,1,2,4,3,290
2015,15,33,1,2,5,3,300
2020,15,38,1,2,5,3,400
2015,2,33,2,2,3,19,200
2020,2,38,2,2,3,19,250
2015,2,38,1,2,3,3,300
2020,2,43,1,2,3,3,450
2015,14,39,1,2,5,11,300
2015,15,36,1,2,5,3,500
2020,15,41,1,2,5,3,700
2015,3,42,1,2,3,12,400
2020,3,47,1,2,3,12,300
2015,3,37,1,2,5,3,400
2020,3,42,1,2,5,3,400
2020,5,35,2,2,4,6,200
2015,5,35,2,2,4,7,239
2015,8,33,1,2,4,7,210
2020,8,38,1,2,4,7,292
2020,8,38,2,2,4,16,85
2020,2,31,1,2,4,3,270
2015,7,32,1,2,5,3,440
2020,7,37,1,2,5,3,600
2015,10,30,1,2,5,3,230
2020,10,35,1,2,5,3,300
2015,5,35,2,2,5,6,230
2015,8,32,1,2,4,4,270
2020,8,37,1,2,4,3,300
2020,8,30,2,2,3,3,20
2015,8,44,1,2,3,3,260
2015,8,32,2,2,5,17,170
2020,8,37,2,2,5,17,225
2020,8,39,1,2,4,7,330
2015,8,34,1,2,4,11,310
2020,8,39,1,2,4,11,375
2020,8,37,2,2,4,17,40
2020,11,35,2,2,4,19,210
2020,11,36,1,2,3,3,470
2015,12,33,1,2,5,4,340
2020,12,38,1,2,5,4,350
2020,12,40,2,2,3,15,70
2015,11,41,1,2,4,6,285
2020,11,46,1,2,4,6,465
2015,11,36,1,2,4,3,565
2020,11,41,1,2,4,3,590
2015,12,30,1,2,4,3,338
2020,12,35,1,2,4,3,542
2020,19,36,1,2,5,3,550
2015,14,34,2,2,4,17,140
2020,14,39,2,2,4,17,100
2015,14,31,2,2,5,16,175
2015,14,37,1,2,5,9,250
2020,14,42,1,2,5,9,330
2015,14,34,1,2,4,14,570
2020,14,39,1,2,4,14,500
2015,15,34,2,2,5,19,190
2020,15,39,2,2,5,19,230
2015,15,33,2,2,5,19,250
2020,15,38,2,2,5,19,310
2015,15,36,1,2,5,17,250
2020,15,41,1,2,5,17,320
2015,15,37,1,2,3,3,275
2020,15,42,1,2,3,3,380
2020,1,29,2,2,5,18,210
2020,8,32,1,2,4,3,290
2020,14,40,2,2,3,7,180
2020,8,34,2,2,3,17,300
2020,1,41,1,2,4,8,240
2020,1,44,1,2,5,3,250
2020,8,38,1,2,5,3,600
2020,5,28,2,2,4,18,198
2020,1,37,2,2,3,7,120
2020,8,36,1,2,5,3,340
2020,11,37,1,2,3,3,345
2020,14,39,1,2,5,3,400
2020,3,33,1,2,5,16,270
2015,7,39,1,2,5,16,500
2020,7,44,1,2,5,16,450
2020,1,36,2,2,5,7,110
2015,11,35,1,2,4,8,175
2020,11,40,1,3,4,8,268
2015,1,36,1,2,5,19,200
2020,1,41,1,2,5,19,250
2015,2,36,1,2,3,3,250
2020,2,41,1,2,3,3,300
2020,15,35,2,2,5,10,50
2020,15,36,2,2,5,16,200
2015,2,40,2,2,5,8,220
2020,2,45,2,2,5,8,450
2015,8,36,1,2,5,3,383
2020,8,41,1,2,5,3,600
2015,15,36,1,2,5,3,330
2020,15,41,1,2,5,3,400
2020,14,34,2,2,4,17,200
2015,7,34,1,2,4,3,320
2020,7,39,1,2,4,3,310
2015,15,34,2,2,5,10,250
2020,15,39,2,2,5,10,250
2015,7,40,2,2,5,3,310
2020,7,45,2,2,5,3,316
2015,2,36,1,2,5,3,285
2020,2,41,1,2,5,3,330
2020,7,37,2,2,4,17,250
2020,7,31,1,2,5,3,220
2015,7,30,1,2,5,3,620
2015,8,33,1,2,4,3,280
2020,8,38,1,2,4,3,390
2015,8,31,1,2,5,16,205
2020,8,36,1,2,5,7,300
2015,9,36,1,2,5,6,250
2020,9,41,1,2,5,6,250
2015,11,36,1,2,3,3,220
2020,11,41,1,2,3,3,300
2015,12,35,1,2,5,15,250
2020,12,31,1,2,5,3,250
2015,7,34,2,2,5,17,150
2015,14,36,1,2,4,3,555
2020,14,41,1,2,4,3,660
2015,7,31,1,2,5,16,250
2020,7,36,1,2,5,16,300
2015,2,39,1,2,5,8,800
2020,2,44,1,2,5,3,450
2020,15,50,1,2,3,6,150
2015,15,34,1,2,4,3,290
2020,15,39,1,2,4,3,310
2015,15,31,2,2,3,11,145
2015,2,34,1,2,5,6,300
2020,2,39,1,2,5,7,250
2015,1,29,2,3,4,3,215
2020,1,34,2,2,5,7,350
2020,1,39,1,2,4,3,600
2015,1,35,1,2,5,17,400
2015,6,34,1,2,5,13,300
2020,6,39,1,2,5,8,500
2020,8,36,2,2,5,3,300
2020,13,30,2,2,4,4,170
2015,1,37,2,2,4,11,150
2015,4,33,1,2,5,16,230
2020,8,36,1,2,4,3,461
2015,1,35,1,2,5,7,255
2020,5,40,1,2,5,7,330
2020,1,47,1,2,4,3,450
2015,1,34,1,2,4,3,240
2020,1,39,1,2,4,3,240
2015,1,33,1,2,5,11,445
2020,1,38,1,2,5,11,500
2020,1,37,1,2,5,6,250
2020,1,37,1,2,5,16,200
2015,2,37,1,2,4,3,300
2020,2,42,1,2,4,3,280
2020,2,38,2,2,4,4,180
2020,8,36,1,2,5,3,360
2015,2,29,2,2,5,15,155
2020,2,34,2,2,5,15,150
2015,3,35,1,2,5,14,340
2020,3,40,1,2,5,14,330
2015,1,32,1,2,5,13,560
2020,1,37,1,2,5,13,700
2015,7,33,1,2,4,14,350
2020,7,38,1,2,4,3,510
2015,14,35,1,2,5,6,280
2020,14,40,1,2,5,6,400
2015,8,39,1,2,3,4,180
2020,8,44,1,2,3,4,240
2015,8,32,1,2,5,8,320
2020,8,37,1,2,5,8,400
2015,9,33,2,2,4,14,140
2020,9,38,2,2,4,17,165
2020,11,42,1,2,4,10,300
2020,19,32,2,2,5,11,270
2015,1,29,1,2,4,14,170
2020,8,34,1,2,4,14,220
2020,19,32,2,2,5,15,180
2020,3,31,2,2,4,17,280
2020,14,32,1,2,4,3,280
2020,14,30,2,2,3,17,180
2015,2,38,1,2,5,19,320
2020,2,43,1,2,5,19,400
2020,8,33,2,2,4,14,150
2020,12,31,1,2,3,3,416
2015,1,29,1,2,4,13,220
2020,1,38,2,2,5,13,400
2015,1,35,1,2,5,14,400
2015,1,28,2,2,3,3,160
2020,1,39,1,2,5,15,350
2020,1,30,2,2,5,18,500
2020,1,33,2,2,5,7,180
2015,2,36,1,2,5,7,230
2020,2,41,1,2,5,7,400
2020,3,34,1,2,5,16,300
2015,2,33,1,2,5,3,290
2020,2,31,2,2,4,9,108
2020,5,35,2,2,5,17,235
2015,5,34,1,2,3,7,230
2020,5,37,1,2,5,13,500
2015,6,34,2,2,5,18,230
2020,6,39,2,2,5,18,340
2015,4,35,1,2,5,17,230
2020,4,40,1,2,5,7,250
2020,7,38,1,2,5,3,500
2020,5,32,2,2,4,13,210
2015,8,29,2,2,5,3,240
2015,5,34,1,2,5,11,400
2015,8,30,1,2,5,3,360
2020,8,35,1,2,5,3,360
2015,11,32,2,2,5,6,147
2020,11,37,2,2,5,13,100
2015,12,30,2,2,4,3,180
2020,12,35,2,2,4,13,150
2015,13,33,1,2,5,15,350
2020,13,38,1,2,5,15,380
2015,8,34,1,2,5,10,350
2015,14,39,1,2,4,19,290
2020,14,44,1,2,4,19,350
2015,8,34,1,2,5,3,660
2020,8,39,1,2,5,3,480
2020,1,37,1,2,5,3,300
2020,1,37,2,2,5,8,300
2015,2,34,1,2,5,13,200
2020,2,39,1,2,5,13,250
2020,7,41,1,2,5,6,320
2015,2,36,1,2,5,6,370
2020,2,41,1,2,5,6,450
2020,3,38,2,2,5,16,300
2020,13,39,1,2,5,4,500
2015,7,30,1,2,4,3,250
2020,7,35,1,2,4,3,400
2015,8,32,2,2,4,17,150
2020,1,38,1,2,5,7,450
2015,8,27,1,2,4,3,230
2020,8,32,1,2,4,3,340
2015,14,30,1,2,4,15,250
2020,14,35,1,2,4,15,270
2020,1,29,2,2,4,16,350
2020,8,35,1,2,4,3,350
2015,1,41,1,2,5,10,380
2020,1,46,1,2,5,10,450
2020,5,37,2,2,3,8,246
2015,15,22,1,2,3,3,170
2020,15,27,1,2,3,8,300
2015,4,34,1,2,3,6,350
2020,4,45,1,2,5,18,650
2020,7,39,1,2,5,3,470
2020,8,38,1,2,5,3,450
2015,8,29,2,2,5,8,50
2020,8,34,2,2,5,3,200
2015,8,35,1,2,4,7,250
2020,8,40,1,2,4,7,270
2020,8,43,2,2,4,9,255
2020,1,36,1,2,3,18,290
2020,1,40,1,2,5,12,300
2015,8,35,1,2,5,11,480
2020,1,40,1,2,5,11,530
2015,8,32,2,2,3,9,130
2020,8,37,2,2,3,9,180
2015,14,29,2,2,3,7,150
2020,14,34,2,2,3,7,180
2015,15,28,1,2,3,3,250
2020,8,27,2,2,3,19,125
2020,4,35,1,2,5,13,430
2015,8,29,2,2,5,13,267
2020,8,34,2,2,5,13,400
2020,2,36,1,2,4,14,290
2015,7,33,2,2,5,6,450
2020,2,25,1,1,3,3,250
2020,1,35,2,2,5,16,200
2020,5,35,1,2,5,3,270
2020,8,31,1,2,5,15,300
2015,12,43,1,2,5,19,200
2020,8,48,1,2,5,19,180
2020,11,42,1,2,4,3,275
2015,6,35,1,2,5,9,170
2015,2,31,1,2,5,7,230
2020,15,36,1,2,5,7,350
2020,1,38,1,2,5,17,500
2015,1,30,1,2,3,3,230
2020,8,43,1,2,5,6,650
2020,1,34,2,2,5,19,200
2015,1,31,1,2,4,13,320
2020,1,36,1,2,4,13,320
2015,8,34,1,2,5,13,250
2020,8,39,1,2,5,13,500
2015,1,33,1,2,4,10,230
2020,1,38,1,2,4,10,350
2020,1,33,1,2,5,11,760
2015,2,28,2,2,4,3,150
2020,2,33,2,2,4,3,200
2020,2,29,1,2,5,6,300
2015,3,42,1,2,4,6,200
