year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage
2020,8,43,1,2,3,6,350
2010,8,33,1,2,5,10,330
2015,8,38,1,2,5,10,480
2020,8,43,1,2,5,10,400
2020,8,40,1,2,5,13,840
2005,5,26,1,2,3,3,130
2010,14,31,1,2,3,3,187
2015,5,36,1,2,3,3,277
2020,5,41,1,2,3,3,280
2005,15,34,1,2,5,6,210
2010,8,41,1,2,5,17,300
2015,8,46,1,2,5,6,200
2020,8,51,1,2,5,17,280
2015,8,34,1,1,3,3,250
2005,8,37,1,2,5,12,150
2010,8,42,1,2,5,12,200
2015,8,47,1,2,5,4,250
2005,8,33,1,2,4,13,220
2010,8,37,1,2,4,7,296
2015,8,42,1,2,4,7,370
2020,8,47,1,2,4,8,430
2005,5,35,1,2,4,3,235
2010,5,40,1,2,4,3,200
2015,8,45,1,2,4,8,293
2020,5,50,1,2,4,19,350
2020,1,48,2,2,3,7,220
2010,5,34,2,2,4,13,170
2015,5,39,2,2,4,13,130
2020,5,44,2,2,4,13,310
2005,1,31,1,2,5,7,166
2010,1,36,1,2,5,7,300
2005,8,29,2,2,5,10,174
2010,1,34,2,2,5,10,232
2015,1,39,2,2,5,10,330
2005,1,30,2,2,5,8,125
2005,8,36,1,2,5,4,250
2015,3,46,1,2,5,4,660
2020,8,63,1,1,5,6,500
2005,7,30,1,2,4,3,200
2010,7,35,1,2,4,3,350
2005,8,33,1,2,5,16,110
2015,8,38,2,2,3,3,110
2005,8,31,1,2,3,3,210
2010,8,36,1,2,3,3,310
2005,1,28,1,2,5,10,260
2015,8,39,2,2,5,3,380
2020,8,44,2,2,5,3,850
2005,1,32,2,2,5,10,210
2010,1,37,2,2,5,10,250
2015,1,42,2,2,5,10,325
2020,1,47,2,2,5,10,325
2005,8,33,1,2,3,8,120
2020,8,48,1,3,3,8,280
2020,5,21,2,1,3,13,40
2015,8,37,2,2,4,17,150
2020,8,42,2,2,4,17,200
2015,1,42,1,2,5,11,600
2010,8,32,1,2,5,6,270
2015,8,37,1,2,5,3,370
2020,8,42,1,2,5,3,550
2015,15,49,1,2,4,9,270
2020,15,54,1,2,4,9,300
2005,5,29,1,2,5,11,370
2005,5,26,1,2,4,3,165
2010,5,31,1,2,4,3,280
2020,5,41,1,2,4,3,484
2015,8,34,1,2,4,3,350
2020,8,39,1,2,4,3,430
2005,1,31,1,2,5,7,135
2010,1,36,1,2,5,7,180
2015,1,41,1,2,5,7,247
2020,1,46,1,2,5,7,240
2005,8,33,1,2,3,7,145
2005,5,34,1,2,5,7,410
2005,1,31,1,2,5,13,375
2010,1,36,1,2,5,13,370
2015,1,41,1,2,5,13,540
2020,1,46,1,2,5,13,700
2005,1,28,2,2,5,11,290
2010,1,33,2,2,5,11,200
2015,1,38,2,2,5,11,490
2020,1,43,2,2,5,11,600
2020,5,47,1,2,3,8,415
2005,15,35,1,2,4,13,290
2010,15,40,1,2,4,13,400
2015,15,45,1,2,4,13,500
2020,15,50,1,2,4,13,710
2020,11,39,2,3,4,13,200
2010,4,37,2,2,4,11,109
2015,4,42,2,2,4,17,130
2020,4,47,2,3,4,17,260
2005,14,32,1,2,4,15,230
2010,3,37,1,2,4,15,270
2015,3,42,1,2,4,15,530
2020,3,47,1,2,4,15,550
2005,11,30,1,2,3,7,150
2005,10,32,1,2,5,11,280
2010,10,37,1,2,5,11,600
2015,10,42,1,2,5,11,830
2005,10,26,1,2,3,3,181
2010,10,31,1,2,3,3,200
2005,15,29,2,2,4,13,205
2010,15,34,2,2,4,13,320
2015,15,39,2,2,4,13,310
2020,15,44,2,2,4,13,300
2010,15,39,2,2,3,9,150
2015,15,44,2,2,3,18,100
2005,11,34,2,2,3,13,195
2010,11,39,2,2,5,6,133
2015,11,44,2,2,5,6,100
2020,11,49,2,2,5,17,165
2010,4,37,2,2,3,17,48
2005,10,32,1,2,5,3,195
2010,10,37,1,2,5,3,340
2015,10,42,1,2,5,3,380
2020,10,47,1,2,5,3,380
2005,10,25,2,2,5,16,110
2005,10,33,1,2,5,13,210
2010,10,38,1,2,5,13,290
2015,10,43,1,2,5,13,450
2005,4,32,1,2,4,7,245
2015,19,42,1,2,4,8,230
2015,4,35,1,2,5,6,270
2020,4,40,1,2,5,6,340
2010,3,38,2,2,3,19,100
2015,3,43,2,2,3,19,150
2020,3,48,2,2,3,19,180
2005,3,30,1,2,4,14,150
2010,3,35,1,2,4,14,300
2005,15,31,1,2,5,7,179
2005,2,28,1,2,2,7,150
2020,15,52,1,2,3,11,300
2010,15,36,1,2,5,8,180
2015,15,41,1,2,5,8,280
2020,15,46,1,2,5,8,350
2005,2,36,1,2,3,3,200
2010,2,41,1,2,3,3,370
2015,2,46,1,2,3,3,450
2020,2,51,1,2,3,3,450
2010,15,40,2,2,5,16,245
2020,7,44,2,2,5,16,150
2020,8,43,2,2,4,6,160
2005,13,25,1,2,3,3,110
2020,13,40,1,2,3,19,220
2005,14,33,1,2,4,7,198
2015,3,43,1,2,5,3,218
2005,14,31,1,2,5,16,148
2010,12,41,1,2,5,17,700
2015,1,47,1,2,5,19,180
2020,13,52,1,2,5,19,250
2010,15,31,1,2,5,9,196
2015,15,36,1,2,5,7,341
2020,15,41,1,2,5,7,400
2010,1,29,2,2,4,14,100
2015,8,34,2,2,4,3,170
2020,8,39,2,2,4,3,180
2005,8,49,1,2,3,6,150
2015,8,59,1,2,3,6,330
2020,8,64,1,2,3,6,345
2005,8,19,1,1,4,15,70
2015,8,29,1,2,4,8,180
2020,8,34,1,2,4,3,270
2020,8,32,2,2,3,19,80
2020,8,44,1,2,4,19,80
2010,1,65,1,3,2,14,80
2005,2,35,1,2,4,19,198
2015,2,45,1,2,4,19,250
2020,2,50,1,2,4,19,350
2005,4,29,1,2,3,3,90
2010,4,34,1,2,3,3,150
2015,4,39,1,2,3,3,210
2020,4,44,1,2,3,3,270
2005,12,31,1,2,3,3,358
2010,12,36,1,2,3,3,280
2005,1,36,1,2,5,13,350
2010,8,41,1,2,5,13,510
2015,8,46,1,2,5,13,667
2020,5,51,1,2,5,13,1000
2020,8,40,2,2,3,3,175
2020,1,49,2,2,5,17,300
2005,5,32,1,2,3,18,150
2020,1,45,2,2,5,19,210
2005,8,32,2,2,4,10,200
2020,8,47,2,2,3,17,50
2005,1,31,2,2,5,16,220
2015,8,42,1,2,5,3,300
2020,8,47,1,2,5,3,380
2020,11,41,2,2,5,17,200
2005,8,31,2,2,3,7,60
2020,1,46,2,2,3,3,200
2015,8,38,2,2,5,1,300
2005,8,28,1,2,3,3,150
2010,8,33,1,2,3,3,200
2015,8,38,1,2,3,3,300
2020,8,43,1,2,3,3,300
2005,8,30,1,2,4,3,150
2015,8,37,2,2,5,16,117
2020,8,42,2,2,5,16,175
2020,8,56,1,2,3,3,240
2005,1,31,1,2,3,3,230
2010,8,36,1,2,3,3,365
2015,8,41,1,2,3,3,500
2010,8,35,1,2,3,12,150
2005,8,27,1,2,3,5,200
2010,8,32,1,2,5,5,300
2015,15,37,1,2,5,3,330
2020,8,42,1,2,5,5,430
2005,12,32,1,2,5,16,130
2015,12,42,1,2,5,3,135
2020,12,47,1,2,5,3,246
2005,8,29,1,2,4,14,150
2010,8,34,1,2,4,14,240
2015,8,39,1,2,4,14,220
2020,8,44,1,2,4,14,330
2005,5,28,2,2,4,7,118
2015,5,38,1,2,4,3,250
2020,5,43,1,2,4,3,350
2010,8,29,2,2,3,3,147
2005,1,33,1,2,3,3,180
2005,2,36,1,2,5,7,293
2010,2,41,1,2,5,7,400
2015,2,46,1,2,5,17,400
2015,8,35,2,2,5,18,220
2005,8,32,1,2,5,16,220
2010,8,37,1,2,5,16,320
2015,8,42,1,2,5,16,300
2020,8,47,1,2,5,16,430
2015,8,36,2,2,3,1,100
2015,15,37,2,2,3,7,140
2020,15,42,2,2,3,3,170
2010,8,41,1,2,5,16,150
2015,8,46,1,2,5,16,280
2015,5,41,1,2,5,8,300
2005,15,26,2,2,5,16,139
2010,15,31,2,2,5,17,110
2005,8,35,1,2,5,11,300
2010,8,40,1,2,5,11,380
2005,8,34,1,2,5,7,300
2010,8,39,1,2,5,7,330
2015,8,44,1,2,5,11,420
2020,8,49,1,2,5,11,470
2005,7,34,1,2,3,3,200
2005,8,27,1,2,3,3,200
2010,8,32,1,2,3,3,300
2015,8,37,1,2,3,3,440
2020,8,42,1,2,3,3,430
2005,5,31,1,2,3,11,150
2010,8,31,2,2,3,13,250
2015,1,36,2,2,3,13,300
2020,1,41,2,2,3,13,300
2005,14,33,1,2,4,6,115
2010,14,38,1,2,4,6,250
2015,14,43,1,2,4,6,325
2020,14,48,1,2,4,6,350
2010,6,42,2,2,2,17,120
2020,6,52,2,2,2,17,180
2005,2,28,2,2,4,9,85
2005,15,28,2,2,5,17,119
2005,8,33,1,2,5,16,250
2010,8,38,1,2,5,13,400
2015,8,43,1,2,5,13,500
2020,8,48,1,2,5,13,530
2005,8,29,2,2,4,12,140
2015,8,39,2,2,5,17,143
2005,9,27,1,2,5,15,230
2010,8,32,1,2,5,15,300
2015,11,37,1,2,5,15,600
2020,11,42,1,2,5,15,560
2005,9,29,1,2,4,3,140
2015,9,39,1,2,4,8,160
2020,9,44,1,2,4,8,230
2005,5,26,1,2,5,16,120
2010,8,31,1,2,5,16,160
2015,9,36,1,2,4,18,295
2020,9,41,1,2,5,8,320
2005,8,31,1,2,5,3,220
2010,8,36,1,2,5,3,600
2010,1,30,2,2,5,16,140
2015,1,35,2,2,5,16,200
2020,1,40,2,2,5,16,230
2020,3,42,2,2,4,3,68
2005,3,28,1,2,5,3,229
2010,3,33,1,2,5,3,330
2015,3,38,1,2,5,3,500
2005,4,37,2,2,5,17,167
2005,11,30,1,2,3,7,340
2005,2,29,1,2,5,3,200
2005,1,22,1,2,3,14,95
2010,8,27,1,2,3,18,150
2005,14,33,1,2,5,3,320
2010,14,38,1,2,5,3,350
2020,8,48,1,2,5,3,700
2010,15,37,2,2,3,17,60
2020,4,32,1,1,4,18,320
2015,8,40,2,2,3,11,100
2020,12,45,2,2,3,14,180
2005,12,33,1,2,5,15,150
2005,8,26,2,2,5,15,170
2010,8,31,2,2,5,15,210
2020,8,41,2,2,5,15,380
2005,9,29,1,2,3,8,110
2010,9,34,1,2,3,8,180
2010,1,32,2,2,4,3,200
2015,1,38,2,2,5,16,100
2020,8,43,2,2,5,16,400
2005,10,33,1,2,4,3,190
2010,10,38,1,2,4,3,250
2005,8,31,1,2,5,3,200
2010,8,36,1,2,5,3,250
2015,8,41,1,2,5,3,500
2020,8,46,1,2,5,3,150
2005,1,31,1,2,5,18,300
2015,4,39,1,2,5,17,250
2020,4,44,1,2,5,17,250
2005,2,25,2,2,3,9,110
2005,1,38,1,2,5,7,370
2010,1,43,1,2,5,7,650
2015,1,48,1,2,5,7,900
2020,1,53,1,2,5,7,1000
2010,13,35,1,2,4,3,300
2015,13,40,1,2,4,3,320
2020,13,45,1,2,4,3,250
2005,15,33,1,2,4,4,250
2010,15,38,1,2,4,4,300
2015,15,43,1,2,4,4,450
2020,15,48,1,2,4,4,730
2005,1,35,1,2,5,13,280
2010,1,40,1,2,5,13,310
2015,1,45,1,2,5,13,400
2005,1,34,1,2,4,11,350
2010,1,39,1,2,4,11,600
2020,8,49,1,2,4,11,1000
2010,8,29,2,2,5,13,180
2015,8,34,2,2,5,13,210
2020,8,39,2,2,5,13,340
2005,2,30,2,2,5,17,150
2020,2,45,2,2,5,16,260
2010,8,38,1,2,4,10,300
2015,11,43,1,2,4,10,370
2020,11,48,1,2,4,10,460
2020,3,43,2,2,4,17,100
2005,3,31,1,2,3,6,150
2005,13,29,1,2,5,15,65
2010,13,34,1,2,5,17,40
2015,13,39,1,2,5,15,280
2020,13,44,1,2,5,15,400
2010,11,36,2,2,4,15,135
2015,11,41,2,2,4,15,210
2020,11,46,2,2,4,15,435
2015,11,44,2,2,4,16,144
2020,11,49,2,2,5,16,180
2005,1,28,1,2,3,19,200
2010,1,33,1,2,3,19,260
2015,2,38,1,2,3,6,550
2020,2,43,1,2,3,19,300
2005,8,34,1,2,5,15,150
2010,8,39,1,2,5,15,250
2005,1,29,2,2,4,6,170
2010,1,34,2,2,4,6,250
2015,1,39,2,2,4,6,500
2020,1,44,2,2,4,6,450
2020,8,42,2,2,4,9,150
2010,2,40,1,2,3,3,200
2015,2,45,1,2,3,3,220
2020,2,50,1,2,3,3,250
2010,1,40,1,2,5,13,300
2010,8,35,1,2,5,13,300
2015,8,40,1,2,5,13,400
2020,8,45,1,2,5,13,750
2010,1,34,2,2,4,11,250
2015,1,39,2,2,4,11,400
2020,1,44,2,2,4,11,500
2005,1,32,1,2,5,19,200
2005,8,30,1,2,5,16,250
2010,8,35,1,2,5,16,280
2015,8,40,1,2,5,16,340
2020,8,45,1,2,5,16,353
2015,1,38,1,2,3,7,210
2020,1,43,1,2,3,7,300
2005,1,31,1,2,5,10,250
2015,8,41,1,2,5,3,450
2010,8,32,2,2,4,17,160
2015,8,37,2,2,4,17,200
2020,8,42,2,2,4,17,260
2005,1,36,1,2,5,10,200
2010,1,41,1,2,5,10,320
2015,1,41,1,2,3,7,400
2020,1,46,1,2,3,7,400
2005,1,33,2,2,5,16,230
2010,11,33,1,2,4,3,330
2015,11,38,1,2,4,3,475
2020,11,43,1,2,5,3,600
2005,1,28,1,2,4,7,180
2010,8,23,2,2,3,3,170
2020,8,33,2,2,3,3,272
2010,3,41,1,2,5,15,250
2015,3,46,1,2,5,15,500
2020,3,51,1,2,5,15,300
2010,8,39,1,2,5,13,200
2020,5,46,2,2,5,16,330
2005,4,26,1,2,4,15,220
2010,1,31,1,2,4,15,270
2015,1,36,1,2,4,15,350
2020,1,41,1,2,4,15,400
2005,8,25,1,2,3,3,130
2020,10,41,1,2,4,6,200
2015,13,47,1,2,4,6,300
2020,13,52,1,2,4,6,360
2010,1,29,2,2,5,11,153
2015,15,44,2,2,3,17,50
2020,15,49,2,2,3,17,80
2005,15,31,1,2,3,3,170
2020,8,39,1,2,5,10,800
2015,3,38,2,2,5,13,250
2020,3,43,2,2,5,13,600
2010,1,39,1,2,5,12,300
2015,1,44,1,2,5,12,400
2020,1,49,1,2,5,12,550
2020,8,46,1,2,3,8,350
2015,9,39,1,2,5,12,190
2020,9,44,1,2,5,12,220
2005,5,29,1,2,5,13,118
2005,1,31,2,2,4,4,100
2005,8,36,1,2,5,3,300
2010,8,41,1,2,5,3,450
2010,1,31,1,2,3,7,200
2015,8,36,1,2,3,7,200
2020,2,20,2,1,4,18,60
2015,6,35,2,2,4,15,190
2020,6,40,2,2,4,15,178
2010,6,38,1,2,4,6,235
2015,6,43,1,2,4,13,270
2020,6,48,1,2,4,13,290
2005,8,26,1,2,4,7,130
2010,8,31,1,2,4,11,209
2015,8,36,1,2,4,11,350
2020,8,41,1,2,4,11,350
2005,8,31,2,2,5,10,360
2005,1,32,1,2,5,18,200
2010,1,37,1,2,5,7,300
2015,1,42,1,2,5,7,350
2020,1,47,1,2,5,7,400
2010,8,47,1,2,2,6,300
2015,8,52,1,2,2,6,350
2020,8,57,1,2,2,6,140
2010,8,45,1,2,3,6,255
2015,8,50,1,2,3,6,450
2020,8,55,1,2,3,6,800
2015,8,21,2,1,4,19,100
2020,8,24,2,1,4,17,260
2005,3,28,2,2,4,3,107
2005,8,31,1,2,3,7,170
2005,6,37,1,2,5,7,230
2005,6,27,2,2,4,3,95
2010,6,32,2,2,4,3,95
2020,6,45,2,2,3,3,100
2010,1,39,2,2,5,7,130
2015,8,44,1,2,5,7,500
2005,1,29,2,2,4,17,180
2010,1,34,2,2,4,17,250
2015,1,39,2,2,4,17,330
2020,1,44,2,2,4,17,400
2010,8,36,1,2,5,13,520
2015,4,41,1,2,5,13,700
2020,19,46,1,2,5,13,830
2005,1,26,1,2,3,14,150
2010,1,31,1,2,4,15,260
2015,1,36,1,2,4,15,180
2005,1,30,1,2,4,11,150
2010,1,35,1,2,4,11,200
2015,1,40,1,2,5,11,200
2020,1,45,1,2,5,14,240
2010,9,30,1,2,5,4,230
2015,9,35,1,2,5,4,300
2020,9,40,1,2,5,4,500
2020,2,42,2,2,5,17,230
2015,8,35,2,2,4,3,180
2020,8,40,2,3,4,3,220
2020,1,40,2,2,5,7,450
2010,1,35,1,2,5,18,300
2015,1,40,1,2,5,7,300
2020,1,45,1,2,5,7,370
2005,13,34,1,2,3,3,195
2010,13,39,1,2,3,3,250
2015,13,44,1,2,3,3,320
2020,13,49,1,2,3,3,360
2005,8,33,1,2,4,6,150
2010,6,38,1,2,4,6,220
2015,6,43,1,2,4,6,200
2020,6,48,1,2,4,6,250
2010,11,28,2,2,3,14,110
2015,11,33,2,2,3,8,142
2020,11,38,2,2,3,3,200
2005,15,28,2,2,5,16,100
2015,15,38,2,2,5,16,110
2020,15,43,2,2,5,16,130
2015,15,37,2,2,4,3,150
2010,15,36,1,2,5,7,200
2015,15,41,1,2,5,3,205
2020,15,46,1,2,5,14,235
2005,15,30,1,2,5,3,166
2005,1,33,1,2,5,13,300
2010,8,38,1,2,5,13,500
2015,8,43,1,2,5,13,700
2015,8,36,1,2,5,15,380
2020,8,41,1,2,5,15,300
2005,11,27,1,2,4,7,100
2010,8,32,1,2,5,3,200
2015,11,37,1,2,5,17,210
2020,1,42,1,2,5,15,290
2005,4,26,2,2,3,4,114
2005,12,27,2,2,5,16,230
2010,12,32,2,2,5,16,250
2015,12,37,2,2,5,16,350
2020,12,42,2,2,5,16,400
2020,1,37,1,2,4,3,200
2005,14,30,1,2,4,3,198
2010,8,35,1,2,4,10,350
2015,8,40,1,2,5,10,400
2020,8,45,1,2,5,10,350
2015,8,35,2,2,3,9,240
2005,15,27,1,2,4,6,170
2010,15,32,1,2,4,3,250
2015,15,37,1,2,4,3,300
2020,15,42,1,2,4,3,300
2005,14,27,2,2,4,16,79
2010,14,32,2,2,4,16,83
2015,11,37,2,2,4,6,195
2020,11,42,2,2,4,6,325
2015,11,40,2,2,5,16,40
2005,12,28,1,2,3,3,127
2010,12,33,1,2,3,3,135
2015,12,38,1,2,3,6,280
2005,13,33,1,2,4,8,167
2010,13,38,1,2,4,8,320
2015,13,43,1,2,4,4,370
2020,13,48,1,2,4,4,530
2005,10,30,1,2,4,15,200
2010,10,35,1,2,4,15,360
2015,10,40,1,2,4,15,350
2020,10,45,1,2,4,15,500
2015,15,45,1,2,5,12,200
2005,8,28,1,2,5,3,150
2010,8,33,1,2,5,3,300
2015,8,38,1,2,5,3,390
2020,8,43,1,2,5,3,450
2010,1,35,1,2,4,7,210
2015,1,40,1,2,4,8,300
2020,1,45,1,2,4,8,350
2015,8,33,1,2,5,12,250
2020,8,38,1,2,5,12,580
2010,15,30,2,2,4,16,60
2015,15,35,2,2,4,16,115
2005,1,30,1,2,3,15,205
2010,8,35,1,2,3,15,285
2015,9,40,1,2,3,15,300
2020,9,45,1,2,3,15,320
2005,1,33,1,2,2,8,146
2015,1,43,1,2,2,19,223
2010,8,37,1,2,4,19,110
2015,8,42,1,2,4,19,190
2020,8,47,1,2,4,19,250
2005,2,27,1,2,5,8,200
2010,2,32,1,2,5,8,400
2015,2,37,1,2,5,8,500
2020,2,42,1,2,5,8,530
2005,9,27,2,2,4,11,130
2015,8,38,2,2,5,16,350
2010,8,34,2,2,3,7,90
2015,8,39,2,2,3,13,170
2020,8,44,2,3,3,7,240
2005,8,30,2,2,5,16,130
2020,8,35,2,2,5,15,120
2020,5,42,2,2,3,8,176
2010,1,36,1,2,5,10,300
2010,8,36,1,2,5,10,350
2015,8,41,1,2,5,10,420
2020,8,46,1,2,5,10,490
2010,2,34,1,2,5,4,400
2010,2,31,2,2,4,4,200
2015,2,36,2,2,4,7,130
2020,2,41,2,2,4,7,270
2010,5,37,1,2,5,3,300
2015,5,42,1,2,5,3,300
2020,5,47,1,2,5,3,650
2010,3,35,1,2,4,15,350
2015,3,40,1,2,4,15,500
2020,3,45,1,2,4,15,300
2010,5,31,2,2,3,11,227
2015,5,36,2,2,3,11,246
2020,5,41,2,2,3,11,373
2010,6,33,2,2,4,17,132
2015,6,38,2,2,4,17,170
2020,6,43,2,2,4,17,180
2020,19,46,2,2,3,12,250
2010,4,34,1,2,3,14,170
2015,8,39,1,2,3,5,150
2020,4,44,1,2,3,8,220
2010,12,34,1,2,3,15,250
2015,12,39,1,2,3,15,250
2010,8,34,1,2,3,4,290
2015,8,39,1,2,3,4,320
2020,8,44,1,2,3,4,390
2015,2,34,2,2,5,6,323
2020,14,39,2,2,5,6,370
2010,8,35,1,2,5,16,250
2015,8,40,1,2,5,16,350
2010,8,32,1,2,3,7,240
2015,8,37,1,2,3,7,320
2020,8,42,1,2,3,7,410
2010,8,33,1,2,5,6,400
2015,8,38,1,2,5,13,550
2020,8,43,1,2,5,13,400
2010,14,35,1,2,4,13,280
2010,2,32,1,2,5,4,350
2015,2,37,1,2,5,4,330
2020,2,42,1,2,5,4,500
2010,1,33,2,2,5,13,600
2010,6,41,1,2,4,15,180
2015,6,46,1,2,4,15,330
2020,6,51,1,2,4,15,400
2020,1,46,2,2,3,7,100
2020,14,39,2,2,3,2,150
2010,2,31,1,2,4,7,200
2015,2,36,1,2,4,7,350
2020,2,41,1,2,4,7,400
2015,1,41,2,2,5,11,180
2020,1,46,2,2,5,7,250
2020,11,41,2,2,5,15,250
2010,8,39,1,2,3,7,250
2015,5,44,1,2,3,7,270
2010,5,31,2,2,4,3,190
2015,5,36,2,2,4,3,220
2010,5,33,1,2,5,3,370
2015,8,38,1,2,5,3,400
2020,6,39,2,2,5,16,250
2010,2,33,1,2,5,3,240
2015,2,38,1,2,5,3,320
2010,8,34,1,2,4,3,200
2015,8,39,1,2,4,3,381
2020,8,44,1,2,4,3,400
2010,13,32,1,2,3,6,270
2015,13,37,1,2,3,3,270
2015,15,33,2,2,5,17,100
2020,15,38,2,2,5,16,200
2020,8,43,2,2,3,16,100
2015,11,38,2,2,3,3,58
2020,11,43,2,2,3,3,120
2010,3,32,2,2,4,7,230
2015,3,37,2,2,4,7,348
2020,3,42,2,2,4,7,298
2015,15,36,2,2,4,18,100
2020,15,41,2,2,4,18,200
2010,4,35,1,2,5,13,280
2015,4,40,1,2,5,13,530
2020,4,45,1,2,5,13,600
2010,8,31,1,2,5,9,200
2020,14,41,1,2,5,7,350
2010,1,35,2,2,5,3,300
2010,4,31,1,2,4,1,250
2015,4,36,1,2,4,1,375
2020,4,41,1,2,4,1,420
2010,8,40,1,2,4,3,320
2015,8,45,1,2,4,3,280
2020,8,50,1,2,4,3,310
2010,8,35,1,2,5,13,230
2015,8,40,1,2,5,18,350
2020,8,45,1,2,5,18,340
2010,8,35,1,2,5,3,267
2015,8,40,1,2,5,3,370
2020,8,45,1,2,5,3,467
2010,10,30,1,2,4,10,120
2015,10,35,1,2,4,3,200
2020,15,38,2,3,3,9,294
2010,1,39,1,2,5,13,640
2010,1,35,2,2,3,17,100
2015,1,40,2,2,3,17,150
2010,1,35,2,2,4,3,400
2015,1,40,2,2,4,3,300
2020,1,45,2,2,4,3,300
2010,1,36,2,2,3,3,250
2010,8,33,1,2,3,13,250
2015,8,38,1,2,3,13,250
2020,8,43,1,2,3,13,350
2010,7,30,2,2,4,8,225
2015,7,35,2,2,4,8,300
2020,7,40,2,2,4,8,300
2010,15,30,1,2,4,3,255
2015,15,35,1,2,4,3,330
2020,15,40,1,2,4,4,310
2015,1,42,2,2,5,10,20
2020,1,45,2,2,4,15,250
2010,1,32,1,2,5,11,370
2015,1,37,1,2,5,11,650
2020,1,42,1,2,5,11,550
2010,8,38,1,2,5,15,230
2015,8,43,1,2,5,15,320
2010,1,35,1,2,5,3,250
2010,4,34,2,2,5,17,200
2015,4,39,2,2,5,17,280
2020,4,44,2,2,5,17,320
2010,10,34,1,2,5,16,260
2015,10,39,1,2,5,16,300
2020,10,44,1,2,5,16,457
2010,6,32,1,2,5,15,215
2015,6,37,1,2,5,15,340
2020,6,42,1,2,5,15,450
2010,13,32,1,2,4,3,180
2015,13,37,1,2,4,3,200
2020,13,42,1,2,4,3,320
2020,2,39,2,2,5,16,100
2015,14,32,1,2,3,3,530
2020,14,37,1,2,3,3,800
2010,7,39,1,2,3,3,270
2015,7,44,1,2,3,3,430
2020,7,49,1,2,3,3,500
2010,11,32,1,2,3,3,170
2015,11,37,1,2,3,8,290
2010,4,31,1,2,3,3,150
2015,4,36,1,2,3,14,210
2020,4,41,1,2,3,14,280
2015,8,35,1,2,5,3,420
2020,8,40,1,2,5,3,400
2010,13,30,2,2,3,3,100
2015,13,35,2,2,3,3,70
2020,13,40,2,2,3,18,100
2015,3,40,1,2,5,15,500
2020,3,45,1,2,5,15,900
2010,8,28,1,2,3,15,200
2015,8,33,1,2,3,15,300
2020,13,38,1,2,4,15,650
2010,14,36,1,2,4,3,250
2015,14,41,1,2,4,3,370
2020,14,46,1,2,4,3,360
2015,1,32,1,2,5,4,450
2020,14,37,1,2,5,4,330
2010,3,36,1,2,5,4,200
2010,15,36,1,2,4,9,300
2010,3,29,1,2,3,3,250
2010,1,38,1,2,5,7,270
2015,1,43,1,2,5,7,400
2020,1,48,1,2,5,7,330
2010,8,37,1,2,5,13,390
2015,8,42,1,2,5,13,400
2020,8,47,1,2,5,13,500
2010,1,36,1,2,3,9,200
2015,1,35,2,2,4,17,250
2020,1,40,2,2,4,17,350
2010,1,35,1,2,5,15,285
2015,8,40,1,2,5,15,430
2020,1,45,1,2,5,15,500
2010,1,38,1,2,5,10,350
2020,1,48,1,2,5,10,600
2010,8,36,1,2,5,3,496
2015,1,41,1,2,5,3,500
2020,1,46,1,2,5,3,550
2010,1,34,1,2,5,18,300
2015,1,40,1,2,5,5,550
2010,1,36,1,2,5,9,200
2020,1,46,1,2,5,8,240
2020,1,37,2,2,3,17,150
2010,1,32,1,2,4,18,300
2015,1,37,1,2,4,18,330
2020,1,42,1,2,4,18,360
2020,14,56,1,2,5,17,820
2010,10,27,2,2,5,16,200
2015,10,32,2,2,5,16,260
2010,14,45,1,2,5,15,390
2015,14,50,1,2,5,15,490
2020,14,55,1,2,5,15,600
2015,1,37,2,2,4,17,210
2010,8,37,1,2,5,8,366
2015,1,42,1,2,5,8,370
2020,1,47,1,2,5,8,450
2015,7,37,2,2,4,17,160
2015,5,36,2,2,3,7,130
2020,5,41,2,2,3,14,178
2015,5,38,1,2,3,8,495
2020,5,43,1,2,3,8,540
2010,5,42,1,2,3,6,150
2020,1,77,2,3,2,18,27
2010,8,34,2,2,5,16,240
2015,8,39,2,2,5,16,300
2020,8,44,2,2,5,16,350
2010,8,32,1,2,4,16,190
2015,8,37,1,2,4,16,310
2020,8,42,1,2,4,16,300
2010,12,34,1,2,4,1,250
2015,12,39,1,2,4,1,330
2020,12,44,1,2,4,1,300
2010,15,32,1,2,4,13,250
2020,8,41,1,2,3,13,840
2015,12,45,1,2,3,3,300
2010,1,38,1,2,5,13,200
2015,1,43,1,2,5,13,200
2020,1,48,1,2,5,13,340
2010,14,29,2,2,4,17,170
2020,15,48,1,2,3,7,480
2010,8,33,1,2,5,3,250
2015,8,38,1,2,5,3,370
2020,8,43,1,2,5,3,400
2010,3,31,2,2,4,16,100
2010,8,30,1,2,3,11,200
2015,8,35,1,2,3,11,280
2020,8,40,1,2,3,11,350
2015,15,38,2,2,5,16,150
2020,2,43,2,2,5,16,300
2010,8,36,1,2,5,7,400
2015,1,41,1,2,5,3,410
2020,8,46,1,2,5,3,400
2010,5,27,1,2,4,8,160
2015,5,32,1,2,4,8,230
2020,5,37,1,2,4,8,380
2015,8,37,1,2,3,7,300
2020,8,42,1,2,3,7,310
2020,1,37,2,2,3,17,230
2015,1,40,1,2,5,7,340
2020,1,45,1,2,5,7,380
2020,15,25,2,2,5,3,150
2010,12,29,2,2,3,3,180
2010,14,42,1,2,5,3,350
