year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage,pid
2010,12,30,1,1,5,3,200,10049103
2015,12,62,1,2,2,6,200,10049201
2015,12,32,1,2,5,3,270,10049204
2020,12,37,1,2,5,3,400,10049204
2015,12,73,2,3,1,1,20,10049302
2020,12,78,2,3,1,15,27,10049302
2015,12,40,1,2,3,1,100,10049303
2020,12,45,1,2,3,1,200,10049303
2010,16,34,1,1,4,3,100,10049401
2015,16,39,1,2,4,3,250,10049401
2015,16,43,1,2,3,19,220,10049503
2020,16,48,1,2,3,19,300,10049503
2015,16,28,2,2,3,7,130,10049504
2020,16,33,2,2,3,7,200,10049504
2010,11,49,1,2,3,8,280,10049601
2015,11,54,1,2,3,8,300,10049601
2020,11,59,1,2,3,8,350,10049601
2010,11,46,2,2,3,16,80,10049602
2015,11,51,2,2,3,16,100,10049602
2020,11,56,2,2,3,16,150,10049602
2020,10,27,2,1,5,17,310,10049604
2010,10,40,1,2,3,3,290,10049701
2015,10,45,1,2,3,3,480,10049701
2020,10,50,1,2,3,3,440,10049701
2010,10,40,1,2,4,3,180,10049801
2010,10,36,2,2,2,7,85,10049802
2010,8,45,1,2,3,6,150,10049901
2020,8,50,2,2,3,7,190,10049902
2015,8,26,2,1,5,13,140,10050002
2020,8,31,2,2,5,10,430,10050002
2015,8,25,1,1,3,7,100,10050003
2010,15,39,1,2,3,17,200,10050201
2015,15,44,1,2,3,17,265,10050201
2020,15,49,1,2,3,17,320,10050201
2010,15,29,2,2,3,7,85,10050202
2015,15,34,2,2,3,7,110,10050202
2020,15,39,2,2,3,7,150,10050202
2010,15,33,1,1,3,3,300,10050303
2015,15,38,1,1,3,7,170,10050303
2015,15,35,1,1,5,18,150,10050304
2010,14,51,1,2,2,14,150,10050501
2015,14,56,1,2,2,14,150,10050501
2010,14,45,2,2,2,9,80,10050502
2015,14,50,2,2,2,14,100,10050502
2010,14,58,1,2,2,3,150,10050601
2015,14,56,2,2,2,3,55,10050602
2010,4,30,2,1,5,16,190,10050603
2015,4,35,2,2,5,16,250,10050603
2010,4,39,2,1,3,19,150,10050701
2015,4,44,2,1,3,19,230,10050701
2010,4,46,1,2,5,13,450,10050901
2015,4,51,1,2,5,13,470,10050901
2015,1,52,1,2,5,8,200,10051401
2020,1,57,1,2,5,8,180,10051401
2010,1,46,2,2,4,9,150,10051402
2015,1,51,2,2,4,9,90,10051402
2020,1,56,2,2,4,9,250,10051402
2020,1,24,2,1,5,17,250,10051403
2010,7,32,1,2,5,3,250,10051501
2015,7,37,1,2,5,3,292,10051501
2020,7,42,1,2,5,3,400,10051501
2010,7,30,2,2,5,16,150,10051502
2015,7,35,2,2,5,16,200,10051502
2020,7,40,2,2,5,16,200,10051502
2010,7,26,1,1,4,13,100,10051601
2015,7,31,1,1,4,13,300,10051601
2020,10,36,1,2,4,3,510,10051601
2010,7,57,1,2,3,3,250,10051801
2015,7,62,1,2,3,3,200,10051801
2010,7,52,2,2,3,3,100,10051802
2015,7,57,2,2,3,3,140,10051802
2010,7,29,2,1,5,16,100,10051803
2015,7,34,2,2,5,16,120,10051803
2020,11,32,2,2,3,14,110,10052003
2020,1,30,1,1,3,12,150,10052004
2010,12,56,1,2,3,6,200,10052101
2015,12,61,1,2,3,6,250,10052101
2020,12,66,1,2,3,6,150,10052101
2020,12,61,2,2,3,20,240,10052102
2020,12,27,1,1,3,3,110,10052103
2010,11,63,1,3,2,8,90,10052201
2015,10,69,2,3,2,17,44,10052302
2020,10,74,2,3,2,17,70,10052302
2015,10,44,1,1,3,15,200,10052303
2020,10,49,1,1,3,15,267,10052303
2020,10,26,2,1,5,9,70,10052305
2010,10,41,1,2,3,15,290,10052401
2015,10,46,1,2,4,15,460,10052401
2020,10,51,1,2,5,15,580,10052401
2010,10,40,2,2,3,15,200,10052402
2015,10,45,2,2,3,15,325,10052402
2020,10,50,2,2,3,15,380,10052402
2020,10,25,2,1,5,16,100,10052403
2010,10,47,1,2,3,6,100,10052501
2015,10,52,1,2,3,6,300,10052501
2010,10,44,2,2,3,14,100,10052502
2015,10,49,2,2,3,7,125,10052502
2010,10,19,2,1,4,13,140,10052503
2015,10,24,2,1,4,16,120,10052503
2020,10,29,2,3,4,3,248,10052503
2010,9,21,2,1,4,17,131,10052701
2015,9,26,2,1,4,15,110,10052701
2020,9,37,1,2,5,4,150,10052704
2010,2,28,1,1,5,17,183,10052903
2015,2,33,1,2,5,17,230,10052903
2020,2,38,1,2,5,17,280,10052903
2010,2,27,1,1,5,7,275,10052904
2010,15,70,1,2,2,14,120,10053001
2020,15,80,1,2,2,6,70,10053001
2010,15,45,1,2,4,11,450,10053301
2015,15,50,1,2,4,11,280,10053301
2020,15,55,1,2,4,3,360,10053301
2010,15,45,2,2,3,7,50,10053302
2015,15,50,2,2,3,7,80,10053302
2020,15,55,2,2,3,7,150,10053302
2020,15,60,2,2,3,3,230,10053402
2010,15,29,1,1,4,4,200,10053403
2015,15,34,1,1,4,4,290,10053403
2020,15,39,1,2,4,4,320,10053403
2010,15,27,2,1,4,16,120,10053404
2010,14,46,2,3,3,1,40,10053501
2015,14,51,2,3,3,17,140,10053501
2020,14,56,2,3,3,1,70,10053501
2010,14,24,1,1,4,17,100,10053502
2015,7,29,1,1,5,6,210,10053502
2020,7,34,1,1,5,6,270,10053502
2015,14,27,1,2,4,3,220,10053503
2020,14,32,1,2,4,3,360,10053503
2010,14,36,2,3,3,3,120,10053601
2015,14,41,2,3,3,3,200,10053601
2020,13,50,2,3,5,16,220,10053803
2010,13,78,2,3,2,15,20,10054202
2010,13,39,2,2,3,9,120,10054302
2010,13,51,1,2,3,3,600,10054401
2015,13,56,1,2,3,3,710,10054401
2020,13,28,1,1,5,15,400,10054404
2010,13,50,1,2,4,3,360,10054501
2010,13,49,2,2,4,16,115,10054502
2015,13,83,2,3,2,1,60,10054601
2010,13,55,1,2,3,15,320,10054801
2010,13,28,1,1,5,15,150,10054803
2015,13,33,1,2,5,15,200,10054803
2010,13,68,1,3,2,15,20,10054901
2015,13,28,1,1,4,15,130,10055003
2020,13,33,1,1,4,15,170,10055003
2010,13,42,1,2,3,1,200,10055101
2015,13,47,1,2,3,15,250,10055101
2020,13,52,1,2,3,15,340,10055101
2010,12,46,1,2,2,15,190,10055501
2015,12,51,1,3,2,15,400,10055501
2010,12,50,1,2,3,8,400,10055601
2015,12,55,1,3,3,8,290,10055601
2020,12,60,1,3,3,8,320,10055601
2010,11,65,1,2,3,14,100,10056001
2015,11,70,1,2,3,14,180,10056001
2010,11,58,2,2,2,1,100,10056102
2020,11,68,2,2,2,3,120,10056102
2010,15,26,1,1,5,3,210,10056301
2015,15,31,1,1,5,3,270,10056301
2020,15,36,1,1,5,3,290,10056301
2010,15,65,1,3,2,14,89,10056401
2015,15,50,2,3,3,4,100,10056501
2020,15,55,2,2,3,7,150,10056501
2010,15,24,2,1,3,17,90,10056502
2015,15,29,2,1,3,17,120,10056502
2015,15,26,2,1,3,9,230,10056503
2010,14,39,1,2,3,6,180,10056601
2010,14,44,1,2,4,8,340,10056701
2020,14,54,1,2,4,8,320,10056701
2020,14,26,2,1,4,7,220,10056703
2015,14,18,2,1,2,9,20,10056704
2020,14,23,2,1,3,17,200,10056704
2010,14,68,1,2,2,8,180,10056801
2015,4,53,1,2,3,7,200,10057101
2015,4,53,2,2,4,7,130,10057102
2020,11,58,2,2,4,17,180,10057102
2020,11,32,1,1,5,8,550,10057103
2020,11,31,1,1,5,7,270,10057104
2010,1,43,1,2,5,13,330,10057301
2010,1,36,2,1,3,6,300,10057305
2010,12,58,2,2,2,14,82,10057502
2015,12,63,2,2,2,14,72,10057502
2020,12,68,2,2,2,14,60,10057502
2010,12,33,1,2,3,7,200,10057601
2010,10,50,1,2,3,3,160,10057801
2015,10,55,1,2,3,3,220,10057801
2020,10,60,1,2,3,3,300,10057801
2010,10,49,2,2,3,8,130,10057802
2015,10,54,2,2,3,3,150,10057802
2020,10,59,2,2,3,8,240,10057802
2020,10,30,1,1,4,3,270,10057803
2010,15,38,1,1,4,7,120,10058003
2015,15,43,1,1,4,3,160,10058003
2020,15,48,1,1,4,8,250,10058003
2010,15,29,2,2,4,3,100,10058202
2010,13,50,1,2,5,16,447,10059301
2015,13,55,1,2,5,16,583,10059301
2020,13,60,1,2,5,16,650,10059301
2010,13,50,2,2,5,16,390,10059302
2020,11,77,1,2,2,17,69,10059501
2015,11,70,2,2,2,14,80,10059502
2020,11,75,2,2,2,14,100,10059502
2010,3,67,2,3,2,15,20,10060001
2020,3,77,2,3,2,15,27,10060001
2010,3,68,2,3,2,1,100,10060101
2015,3,73,2,3,2,1,108,10060101
2020,3,78,2,3,2,17,27,10060101
2020,15,27,1,1,5,3,300,10060403
2015,15,52,1,2,3,6,200,10060501
2020,15,57,2,2,3,9,260,10060502
2015,15,25,1,1,4,15,150,10060503
2020,15,25,1,1,4,3,215,10060504
2010,14,25,1,1,5,7,150,10060701
2015,14,30,1,1,5,7,198,10060701
2020,7,35,1,2,5,7,250,10060701
2010,15,38,2,1,5,16,140,10060901
2015,15,43,2,1,5,16,250,10060901
2020,15,48,2,1,5,16,230,10060901
2010,1,55,1,2,2,7,150,10061001
2010,1,49,2,2,2,9,100,10061002
2020,1,25,1,1,3,10,220,10061003
2020,1,23,2,1,2,3,180,10061004
2010,1,25,1,1,4,3,150,10061101
2015,15,30,1,1,4,17,260,10061101
2020,2,35,1,2,4,17,400,10061101
2010,1,24,2,1,4,17,110,10061201
2015,8,59,1,2,3,15,150,10061301
2020,8,64,1,2,3,15,180,10061301
2010,8,52,2,2,3,7,150,10061302
2015,8,57,2,2,3,7,200,10061302
2015,8,31,1,1,5,3,280,10061303
2010,8,22,2,1,4,16,69,10061304
2015,8,27,2,1,5,16,200,10061304
2010,8,49,1,1,2,6,200,10061401
2015,8,54,1,1,2,6,200,10061401
2020,8,59,1,1,2,6,300,10061401
2010,8,46,2,2,3,3,70,10061502
2015,8,51,2,2,3,3,60,10061502
2015,8,24,2,1,4,7,170,10061503
2010,1,38,2,3,3,3,110,10061701
2015,1,43,2,3,3,3,100,10061701
2020,1,48,2,3,3,9,100,10061701
2010,1,48,1,2,3,18,500,10061801
2015,1,53,1,2,3,18,450,10061801
2020,1,58,1,2,3,3,360,10061801
2010,1,47,2,2,3,3,70,10061802
2015,1,52,2,2,3,3,150,10061802
2020,1,57,2,2,3,17,100,10061802
2015,8,27,1,1,4,14,214,10061803
2015,1,24,2,1,5,9,170,10061804
2010,1,65,1,2,3,12,70,10062101
2010,1,51,1,2,3,15,420,10062201
2010,1,47,2,2,3,7,91,10062202
2010,1,51,2,3,3,3,70,10062301
2015,1,56,2,3,3,7,160,10062301
2020,8,61,2,3,3,7,170,10062301
2010,1,55,2,3,2,9,150,10062401
2015,1,60,2,3,2,9,150,10062401
2020,1,65,2,3,2,15,70,10062401
2010,1,25,1,1,3,7,150,10062402
2015,1,30,1,1,3,7,100,10062402
2020,1,28,1,1,4,11,200,10062403
2020,1,49,2,2,3,7,140,10062504
2010,1,47,2,2,2,3,100,10062602
2010,1,19,1,1,4,7,40,10062603
2010,1,33,1,1,5,14,150,10062704
2015,1,38,1,1,5,14,180,10062704
2010,1,42,1,3,5,11,280,10062801
2015,1,47,1,3,5,13,370,10062801
2020,8,52,1,3,5,13,300,10062801
2010,1,52,1,2,2,6,150,10062901
2015,1,57,1,2,2,6,250,10062901
2020,1,62,1,2,2,6,220,10062901
2020,1,22,2,1,2,9,90,10062903
2010,1,54,2,3,2,15,75,10063001
2015,1,59,2,3,2,18,150,10063001
2020,8,64,2,3,2,15,180,10063001
2010,1,24,2,1,3,7,164,10063003
2015,1,29,2,1,3,13,150,10063003
2010,1,41,1,2,5,3,220,10063101
2010,1,51,2,2,2,12,200,10063302
2015,1,56,2,2,2,12,300,10063302
2010,7,37,1,2,5,15,240,10063401
2015,7,42,1,2,5,15,480,10063401
2020,7,47,1,2,5,15,500,10063401
2010,7,33,2,2,5,15,210,10063402
2010,16,32,2,2,4,11,160,10063502
2015,16,37,2,2,4,11,200,10063502
2020,16,42,2,3,4,11,300,10063502
2015,9,45,2,2,3,8,150,10063801
2020,9,50,2,2,3,8,200,10063801
2010,9,41,1,2,4,6,300,10063802
2015,9,46,1,2,4,6,445,10063802
2020,9,51,1,2,4,6,500,10063802
2020,9,24,1,1,4,3,300,10063803
2015,8,30,1,1,4,9,250,10063902
2015,8,25,2,1,4,9,100,10063903
2020,15,78,1,2,1,15,30,10064101
2010,14,71,1,2,2,1,50,10064401
2010,3,27,1,1,4,3,148,10064501
2015,2,32,1,1,4,9,280,10064501
2020,2,37,1,2,4,7,320,10064501
2020,2,31,2,2,4,12,170,10064503
2010,13,54,1,2,2,15,120,10064601
2015,13,59,1,2,2,15,80,10064601
2020,13,64,1,2,2,15,120,10064601
2020,13,58,2,2,2,15,100,10064602
2015,13,22,1,2,3,7,250,10064603
2015,11,77,2,3,1,9,20,10064901
2015,15,26,2,1,5,17,280,10065101
2020,15,31,2,2,5,17,250,10065101
2020,15,34,1,2,4,3,300,10065102
2010,9,21,2,1,4,9,30,10065201
2020,8,31,2,2,5,17,210,10065201
2015,11,29,1,2,5,3,260,10065202
2020,8,34,1,2,5,3,380,10065202
2015,9,25,2,1,5,17,270,10065301
2020,9,30,2,1,5,17,300,10065301
2015,10,30,1,1,5,3,260,10065403
2020,8,35,1,2,5,3,360,10065403
2010,10,49,2,2,2,9,80,10065502
2015,10,54,2,2,2,16,60,10065502
2010,3,55,1,2,2,6,220,10065701
2015,3,60,1,2,2,6,180,10065701
2020,3,65,1,2,2,6,200,10065701
2015,1,31,1,2,5,3,300,10065703
2010,3,52,1,2,2,15,50,10065801
2015,3,57,1,2,2,15,60,10065801
2010,3,46,2,2,5,3,25,10065802
2015,2,67,1,2,3,3,160,10066001
2020,2,72,1,2,3,15,27,10066001
2010,2,57,2,2,2,9,70,10066002
2015,2,62,2,2,2,9,80,10066002
2010,2,32,1,1,5,3,200,10066004
2015,2,75,2,3,2,14,50,10066102
2020,2,80,2,3,2,14,110,10066102
2010,2,27,1,1,4,14,90,10066201
2015,2,32,1,1,4,7,190,10066201
2020,2,37,1,1,4,7,280,10066201
2010,2,31,2,1,3,17,190,10066202
2015,2,36,2,1,3,17,180,10066202
2010,1,58,2,3,1,7,130,10066301
2015,1,63,2,3,1,7,120,10066301
2010,1,39,1,2,5,3,500,10066401
2010,1,35,2,1,4,17,130,10066501
2015,1,40,2,1,4,13,230,10066501
2020,8,45,2,1,4,13,350,10066501
2010,1,81,1,3,2,12,20,10066601
2015,1,55,1,1,2,3,50,10066701
2010,1,50,1,3,2,7,180,10066901
2015,1,30,2,2,5,3,290,10067003
2010,1,59,1,2,1,6,150,10067201
2020,1,69,1,2,1,18,150,10067201
2015,1,37,1,1,4,13,250,10067203
2020,1,42,1,1,4,13,250,10067203
2010,1,45,1,2,3,6,220,10067301
2015,15,62,1,2,2,14,230,10067501
2020,15,67,1,2,2,3,250,10067501
2010,7,52,2,2,3,15,24,10067502
2015,2,36,1,1,4,4,270,10067601
2010,7,33,1,1,3,3,350,10067701
2015,7,38,1,2,3,3,500,10067701
2020,7,43,1,2,3,3,500,10067701
2020,7,38,2,2,5,8,180,10067702
2010,5,29,2,1,5,16,169,10067803
2015,5,34,2,2,5,16,248,10067803
2020,5,39,2,2,5,16,278,10067803
2015,5,32,1,1,5,3,360,10067804
2020,8,37,1,2,5,3,450,10067804
2010,5,39,1,2,3,19,218,10067901
2020,5,44,2,2,3,7,179,10067902
2010,5,43,1,2,4,8,300,10068004
2015,5,48,1,2,4,8,300,10068004
2020,5,53,1,2,4,8,445,10068004
2010,8,32,1,2,5,7,250,10068301
2015,8,37,1,2,5,7,330,10068301
2020,5,42,1,2,5,7,560,10068301
2015,8,48,2,2,3,17,160,10068402
2015,16,71,1,2,2,6,250,10068601
2010,16,65,2,2,1,1,50,10068602
2015,16,70,2,2,1,1,80,10068602
2015,16,71,1,2,1,17,40,10068701
2020,16,76,1,2,1,17,30,10068701
2015,16,71,2,2,1,17,30,10068702
2020,16,76,2,2,1,17,30,10068702
2010,9,78,1,2,2,17,20,10069001
2010,9,44,1,2,2,3,150,10069101
2015,9,49,1,2,2,2,150,10069101
2020,9,54,1,2,2,2,200,10069101
2010,9,39,2,3,4,15,230,10069301
2015,9,44,2,3,4,15,265,10069301
2020,9,49,2,3,4,15,350,10069301
2010,13,50,1,2,3,6,180,10069602
2010,13,74,2,3,1,1,50,10069701
2015,13,79,2,3,1,1,60,10069701
2010,8,53,1,2,3,5,150,10069901
2015,8,58,1,2,3,3,270,10069901
2015,12,45,2,2,5,17,200,10070102
2020,12,43,1,2,3,18,335,10070201
2010,8,53,2,2,2,7,90,10070602
2015,8,58,2,3,2,7,100,10070602
2020,8,63,2,3,2,12,139,10070602
2010,8,34,2,1,5,15,190,10070603
2015,8,39,2,1,5,15,292,10070603
2020,8,44,2,1,5,15,290,10070603
2010,10,51,1,3,2,6,220,10070701
2015,10,56,1,3,2,6,270,10070701
2020,10,61,1,3,2,6,250,10070701
2020,10,30,1,1,5,3,250,10070703
2010,3,33,1,1,2,9,120,10070803
2020,3,43,1,2,2,9,200,10070803
2010,8,47,1,2,3,9,350,10071101
2015,8,52,1,2,3,9,350,10071101
2020,8,57,1,2,3,3,270,10071101
2010,8,39,2,2,3,14,150,10071102
2015,8,44,2,2,3,18,150,10071102
2020,8,25,2,1,4,18,250,10071103
2020,8,24,2,1,5,17,240,10071104
2010,4,23,2,1,4,17,150,10071201
2015,2,27,2,1,5,15,180,10071301
2020,2,32,2,1,5,15,250,10071301
2010,1,42,1,2,5,15,300,10071401
2015,1,47,1,2,5,15,450,10071401
2020,19,52,1,2,5,15,580,10071401
2010,1,41,2,2,5,17,80,10071402
2015,1,46,2,2,5,16,100,10071402
2010,1,36,1,2,5,15,230,10071501
2015,5,41,1,2,5,15,413,10071501
2020,8,46,1,2,5,15,500,10071501
2010,1,31,1,1,5,3,270,10071505
2015,1,36,1,2,5,3,350,10071505
2020,11,41,1,2,5,3,465,10071505
2010,1,30,1,2,5,15,210,10071601
2015,1,35,1,2,5,15,300,10071601
2020,8,40,1,2,5,15,400,10071601
2010,1,36,1,2,4,15,300,10071701
2020,1,46,1,2,5,15,400,10071701
2010,1,31,2,2,4,15,300,10071702
2015,1,36,2,2,4,15,280,10071702
2020,1,41,2,2,4,15,350,10071702
2010,1,33,1,1,5,15,250,10071801
2015,8,38,1,2,5,15,350,10071801
2020,8,43,1,2,5,15,423,10071801
2010,8,26,2,1,5,18,120,10072001
2020,8,26,2,1,5,16,168,10072404
2010,1,48,1,2,2,7,500,10072501
2015,1,53,1,2,2,7,530,10072501
2020,1,58,1,2,2,6,300,10072501
2010,1,45,1,2,4,4,200,10072601
2015,1,50,1,2,4,4,200,10072601
2020,1,55,1,2,4,6,250,10072601
2015,1,65,1,2,3,8,200,10072701
2015,1,61,1,2,2,6,230,10072901
2020,1,66,1,2,2,6,180,10072901
2010,1,34,1,1,3,6,250,10072903
2015,1,39,1,2,3,6,200,10072903
2020,1,44,1,2,3,6,200,10072903
2010,1,29,2,2,3,17,150,10072904
2010,1,36,1,2,4,6,200,10073001
2015,1,41,1,2,4,6,250,10073001
2020,1,46,1,2,4,6,250,10073001
2010,8,50,1,2,2,8,200,10073401
2010,9,37,1,2,5,17,190,10073701
2015,9,42,1,2,5,17,250,10073701
2020,9,47,1,2,5,17,370,10073701
2020,9,35,2,2,3,8,180,10073702
2010,1,53,1,2,3,18,150,10073802
2015,1,58,1,2,3,7,137,10073802
2010,8,50,2,3,2,18,110,10073901
2015,1,55,2,3,2,18,60,10073901
2015,1,25,1,1,4,7,200,10073902
2020,1,30,1,1,4,7,300,10073902
2015,1,48,2,2,3,13,200,10074301
2020,8,53,2,2,3,11,260,10074301
2015,1,48,1,2,5,6,250,10074302
2020,8,53,1,2,5,7,220,10074302
2010,1,44,1,2,5,16,400,10074602
2015,1,49,1,2,5,16,400,10074602
2020,1,54,1,2,5,16,400,10074602
2010,1,31,2,1,5,17,165,10074701
2015,8,41,2,2,4,16,80,10074801
2010,1,39,1,2,4,6,400,10074802
2015,8,44,1,2,4,6,325,10074802
2020,8,49,1,2,5,6,300,10074802
2020,1,50,2,2,3,17,150,10074901
2010,1,44,1,2,3,6,250,10074902
2015,1,49,1,2,3,6,350,10074902
2020,1,54,1,2,3,6,410,10074902
2020,1,40,1,1,4,12,100,10075001
2010,1,39,1,1,4,8,210,10075101
2015,1,44,1,1,4,5,230,10075101
2020,1,49,1,2,4,5,280,10075101
2010,1,34,1,2,5,17,190,10075202
2015,8,39,1,2,5,17,300,10075202
2020,8,44,1,2,5,15,350,10075202
2015,1,47,1,2,3,9,300,10075501
2015,1,45,2,2,3,7,250,10075502
2020,1,50,2,2,3,11,350,10075502
2010,1,45,1,2,3,6,350,10075801
2015,1,50,1,2,3,6,250,10075801
2020,1,49,2,3,3,7,230,10075802
2020,1,19,1,1,3,10,200,10075804
2015,1,44,2,2,3,17,130,10075902
2020,1,49,2,2,3,17,180,10075902
2020,1,57,1,2,2,6,250,10076001
2015,1,48,2,2,3,9,100,10076002
2020,1,27,2,1,4,7,180,10076003
2020,1,24,2,1,4,18,190,10076004
2010,1,72,2,3,2,7,30,10076301
2010,1,66,1,2,2,12,150,10076801
2015,1,71,1,2,2,12,100,10076801
2020,1,41,2,2,3,3,100,10076803
2020,1,43,1,2,3,3,180,10076804
2020,1,80,2,3,3,16,27,10076901
2010,1,46,2,3,3,15,34,10076902
2015,1,51,2,3,3,15,60,10076902
2020,1,56,2,3,3,17,87,10076902
2015,1,23,1,1,4,16,65,10076903
2020,1,28,1,1,4,16,70,10076903
2020,1,22,1,1,4,14,210,10076904
2020,1,47,1,1,4,15,180,10077103
2010,1,41,2,2,3,19,80,10077302
2015,1,46,2,2,3,19,80,10077302
2020,1,22,2,2,4,3,120,10077304
2010,1,60,1,3,2,6,150,10077401
2015,1,65,1,2,2,6,200,10077401
2010,1,40,1,2,5,3,350,10077501
2010,1,36,1,2,5,3,500,10077601
2015,1,41,1,2,5,3,300,10077601
2020,1,46,1,2,5,3,500,10077601
2010,1,36,2,2,5,18,230,10077602
2015,1,41,2,2,5,18,100,10077602
2020,1,46,2,2,5,16,100,10077602
2010,1,60,1,2,5,12,100,10077701
2015,1,65,1,2,5,12,140,10077701
2015,1,63,2,2,3,17,58,10077702
2010,1,29,2,1,5,7,160,10077703
2015,1,30,1,2,5,6,370,10077704
2015,1,69,1,2,2,14,70,10077801
2010,1,43,1,2,5,18,450,10078101
2015,1,48,1,2,5,18,500,10078101
2020,1,53,1,2,5,18,530,10078101
2020,1,27,2,2,5,7,300,10078103
2015,1,31,2,2,4,14,220,10078301
2020,1,36,2,2,4,14,270,10078301
2015,2,52,1,2,5,3,180,10078401
2020,8,57,1,2,5,3,350,10078401
2015,2,47,2,2,5,9,140,10078402
2020,8,26,2,1,5,16,90,10078403
2010,1,39,1,2,5,13,400,10078501
2015,8,44,1,2,5,3,600,10078501
2020,8,49,1,2,5,3,500,10078501
2020,8,29,1,1,5,16,130,10078802
2010,1,40,1,2,3,12,325,10078901
2015,1,43,2,2,3,3,60,10078902
2010,1,41,1,3,4,10,330,10079001
2010,1,47,1,2,3,6,180,10079201
2015,1,52,1,2,3,6,360,10079201
2020,1,57,1,2,3,6,480,10079201
2010,1,48,2,2,3,9,155,10079202
2015,1,53,2,2,3,9,180,10079202
2020,1,58,2,2,3,9,210,10079202
2010,1,56,1,1,2,3,70,10079401
2010,1,31,2,2,4,8,200,10079501
2020,1,42,1,2,4,3,300,10079502
2010,1,68,2,2,2,11,100,10079702
2015,1,73,2,2,2,11,56,10079702
2020,1,78,2,2,2,11,50,10079702
2010,1,37,1,2,5,13,290,10079801
2015,1,42,1,2,5,13,330,10079801
2020,1,47,1,2,5,13,420,10079801
2015,1,49,1,2,5,6,300,10080001
2020,1,54,1,2,5,6,350,10080001
2015,1,44,2,2,4,9,52,10080002
2020,1,49,2,2,4,9,100,10080002
2010,1,59,1,2,3,12,130,10080101
2015,1,34,2,2,5,5,245,10080103
2015,1,63,2,3,2,9,70,10080302
2015,1,34,2,1,2,7,139,10080303
2020,8,68,1,2,3,8,130,10080304
2010,1,35,1,2,3,4,250,10080501
2015,1,40,1,2,3,4,290,10080501
2020,1,45,1,2,3,4,335,10080501
2020,1,21,1,1,3,9,100,10080503
2015,1,70,1,2,3,12,120,10080701
2020,1,75,1,2,3,11,148,10080701
2010,1,54,2,2,2,16,70,10080702
2015,1,38,1,1,3,5,138,10080703
2020,1,43,1,1,3,5,250,10080703
2010,1,29,1,1,3,3,150,10080704
2020,1,39,1,1,3,5,170,10080704
2010,1,32,1,2,4,4,170,10080801
2010,1,51,1,2,2,3,200,10080901
2015,1,56,1,2,2,3,149,10080901
2020,1,61,1,2,2,3,200,10080901
2015,1,46,2,2,2,17,81,10080902
2015,1,26,2,1,4,17,150,10080903
2015,1,43,1,1,3,6,120,10081103
2010,1,57,2,2,2,18,100,10081302
2020,1,67,2,2,2,20,100,10081302
2020,1,37,2,2,4,7,100,10081303
2015,1,29,2,1,4,7,190,10081304
2020,1,34,2,1,4,7,230,10081304
2010,1,45,2,2,3,13,50,10081402
2010,8,53,1,2,2,3,175,10081701
2015,8,46,2,2,2,9,180,10081702
2020,8,51,2,2,2,9,215,10081702
2010,10,54,2,3,3,1,30,10081801
2015,10,59,2,3,3,1,70,10081801
2020,10,64,2,3,3,9,150,10081801
2010,7,38,1,2,3,5,200,10081901
2015,7,43,1,2,3,3,230,10081901
2020,7,48,1,2,3,3,300,10081901
2015,7,44,2,2,3,14,50,10081902
2020,7,49,2,2,3,3,200,10081902
2015,7,34,1,2,3,3,340,10082001
2020,7,39,1,2,3,3,500,10082001
2010,7,28,2,2,4,3,100,10082002
2020,7,38,2,2,4,16,166,10082002
2010,7,43,2,2,3,7,100,10082102
2020,7,53,2,2,3,7,100,10082102
2020,7,28,2,1,4,17,220,10082103
2020,7,26,1,1,3,6,150,10082104
2015,7,49,1,2,3,4,280,10082201
2020,7,54,1,2,3,4,250,10082201
2020,7,24,2,1,4,16,180,10082203
2020,7,22,1,1,3,7,180,10082204
2010,7,36,2,3,5,7,200,10082401
2015,7,41,2,3,5,7,1000,10082401
2020,7,46,2,3,5,7,1000,10082401
2010,7,30,1,2,5,3,200,10082501
2015,7,35,1,2,5,3,330,10082501
2020,7,40,1,2,5,3,460,10082501
2010,7,29,2,2,5,16,100,10082502
2020,7,39,2,2,5,17,120,10082502
2010,7,52,1,2,4,8,100,10082701
2015,7,57,1,2,4,8,180,10082701
2020,7,62,1,2,4,8,200,10082701
2010,7,51,2,2,3,9,100,10082702
2015,7,56,2,2,3,9,120,10082702
2020,7,61,2,2,3,9,150,10082702
2020,7,31,1,1,5,3,250,10082703
2010,7,53,1,2,3,3,272,10082901
2015,7,58,1,2,3,3,310,10082901
2015,5,66,1,2,3,14,170,10083101
2020,5,71,1,2,3,14,225,10083101
2015,5,59,2,2,3,7,60,10083102
2020,5,64,2,2,3,18,130,10083102
2020,8,37,1,2,5,13,545,10083103
2010,5,41,1,2,2,8,200,10083201
2015,5,46,1,2,2,8,220,10083201
2020,5,51,1,2,2,8,400,10083201
2010,5,43,1,3,5,7,200,10083401
2015,5,48,1,2,5,7,325,10083401
2020,5,53,1,2,5,7,335,10083401
2010,5,38,2,2,3,3,144,10083602
2015,5,43,2,2,3,3,160,10083602
2020,5,48,2,2,3,3,210,10083602
2020,5,21,2,1,4,7,100,10083603
2010,5,36,2,2,3,3,120,10083902
2010,5,35,1,2,5,10,270,10084001
2015,5,40,1,2,5,10,390,10084001
2020,5,45,1,2,5,10,405,10084001
2020,5,47,2,2,3,17,174,10084002
