year,p_region,p_age,p_sex,p_married,p_edu,Ind,p_wage,pid
2000,1,46,1,2,5,16,150,18901
2005,1,51,1,2,5,16,395,18901
2010,1,56,1,2,5,16,350,18901
2010,1,52,2,2,4,18,190,18902
2015,1,57,2,2,4,18,300,18902
2020,1,62,2,2,4,18,280,18902
2015,15,29,1,2,5,6,320,18903
2020,1,34,1,2,5,6,500,18903
2000,1,36,2,1,5,3,15,19001
2000,1,29,1,1,4,13,110,19002
2000,1,48,1,2,3,3,100,19101
2005,1,53,1,2,3,12,113,19101
2010,8,58,1,2,3,12,120,19101
2015,8,63,1,2,3,12,140,19101
2000,1,44,2,2,3,18,80,19102
2000,1,19,2,1,4,9,45,19104
2005,1,24,2,1,5,3,30,19104
2010,1,34,1,1,3,7,150,19105
2015,8,39,1,2,3,3,700,19105
2020,8,44,1,2,3,10,600,19105
2000,1,40,1,1,3,6,70,19202
2005,1,43,2,3,3,15,24,19203
2000,1,55,1,2,4,8,72,19301
2005,1,60,1,2,4,8,83,19301
2015,16,70,1,3,4,12,100,19301
2005,1,35,1,2,5,17,130,19303
2000,1,34,1,2,3,6,250,19401
2005,1,39,1,2,3,6,400,19401
2010,1,44,1,2,3,6,430,19401
2015,1,49,1,2,3,6,400,19401
2020,1,54,1,2,3,6,150,19401
2010,1,42,2,2,3,17,55,19402
2015,1,47,2,2,3,17,69,19402
2000,1,24,1,1,3,4,50,19605
2005,1,29,1,1,3,4,200,19605
2010,1,31,1,2,3,4,250,19606
2015,1,36,1,2,3,4,320,19606
2020,8,41,1,2,3,4,370,19606
2000,1,34,2,2,3,3,62,19702
2020,8,54,2,2,3,8,100,19702
2000,1,53,1,3,4,21,110,19801
2000,1,23,1,1,3,6,125,19802
2005,1,60,1,2,2,6,150,20001
2010,1,65,1,2,2,6,80,20001
2015,1,70,1,2,2,6,120,20001
2000,1,50,2,2,2,3,70,20002
2005,1,55,2,2,2,7,53,20002
2005,1,29,1,1,4,9,130,20003
2005,1,26,2,1,5,16,130,20004
2000,1,42,1,2,2,6,48,20101
2005,1,47,1,2,2,6,100,20101
2010,1,52,1,2,2,6,170,20101
2010,1,48,2,2,2,14,100,20102
2000,1,19,2,1,3,3,70,20103
2005,1,24,2,1,3,7,90,20103
2000,1,49,1,2,3,7,70,20201
2005,1,54,1,2,3,7,100,20201
2000,1,21,2,1,3,3,70,20203
2005,1,26,2,1,4,3,190,20203
2010,1,31,2,2,4,3,250,20203
2015,1,36,2,2,4,3,250,20203
2020,1,41,2,2,4,3,330,20203
2000,1,17,2,1,3,7,65,20204
2005,1,22,2,1,4,7,160,20204
2010,1,27,2,1,4,7,150,20204
2015,1,32,2,2,4,7,200,20204
2020,1,37,2,2,4,7,230,20204
2010,1,26,2,1,5,18,150,20205
2015,1,31,2,1,5,18,250,20205
2000,1,34,1,2,5,3,300,20301
2005,1,39,1,2,5,10,520,20301
2015,1,49,1,2,5,3,370,20301
2020,1,54,1,2,5,3,400,20301
2015,1,46,2,2,5,16,180,20302
2020,1,51,2,2,5,16,200,20302
2010,1,30,2,1,4,17,140,20403
2020,1,40,2,2,5,3,280,20403
2000,1,51,1,2,2,5,117,20601
2005,1,56,1,2,2,5,180,20601
2010,1,61,1,3,2,5,200,20601
2000,1,49,2,2,2,3,80,20602
2010,9,37,2,2,5,16,250,20603
2015,9,42,2,2,5,16,200,20603
2000,1,22,1,1,4,7,60,20604
2005,1,27,1,1,5,13,150,20604
2010,1,32,1,1,5,3,250,20604
2015,8,37,1,2,5,3,300,20604
2020,8,42,1,2,5,3,480,20604
2015,1,27,2,1,5,17,158,20605
2020,1,32,2,1,5,17,160,20605
2000,8,37,1,2,5,15,170,20701
2005,8,42,1,2,5,15,246,20701
2000,8,35,2,2,4,13,30,20702
2005,8,40,2,2,4,17,70,20702
2000,1,21,2,1,4,14,100,20803
2000,1,21,2,1,4,14,100,20804
2010,1,46,2,2,3,16,96,21002
2015,1,51,2,2,3,16,151,21002
2020,8,56,2,2,3,16,200,21002
2015,1,24,2,1,5,3,267,21003
2005,8,50,2,2,2,16,60,21202
2010,8,55,2,2,2,20,120,21202
2015,8,60,2,3,2,20,130,21202
2020,1,65,2,3,2,20,70,21202
2020,16,40,1,2,5,10,700,21203
2010,8,26,1,1,4,7,80,21204
2015,8,31,1,1,4,3,130,21204
2020,1,36,1,1,4,7,160,21204
2000,8,34,1,2,2,6,79,21401
2010,8,44,1,2,2,6,210,21401
2015,8,49,1,2,2,6,250,21401
2020,8,54,1,2,2,6,220,21401
2015,8,46,2,2,2,17,130,21402
2020,8,51,2,2,2,17,180,21402
2000,1,58,1,2,2,6,180,21501
2005,1,63,1,2,2,6,120,21501
2010,1,52,2,3,2,9,120,21602
2015,1,57,2,3,2,9,100,21602
2020,1,62,2,3,2,14,30,21602
2010,1,29,1,1,4,7,150,21603
2015,1,34,1,1,4,7,180,21603
2020,1,39,1,1,4,7,200,21603
2010,1,26,2,1,4,18,160,21604
2000,1,32,1,2,2,18,93,21901
2005,1,37,1,2,2,18,120,21901
2010,1,42,1,2,2,18,190,21901
2000,1,31,2,2,3,9,70,21902
2005,1,36,2,2,3,9,120,21902
2010,1,41,2,2,3,9,140,21902
2015,1,46,2,2,3,9,150,21902
2020,8,27,2,2,3,7,185,21903
2015,1,62,1,2,3,12,160,22001
2020,1,67,1,2,3,12,200,22001
2010,1,32,1,2,3,19,250,22003
2015,1,37,1,2,3,19,195,22003
2020,1,42,1,2,3,8,260,22003
2010,1,30,2,2,3,8,250,22004
2015,1,35,2,2,3,14,270,22004
2020,1,40,2,2,3,14,300,22004
2010,1,56,1,2,2,8,120,22101
2010,1,57,2,2,2,7,120,22102
2020,8,40,1,2,5,3,500,22103
2000,1,57,2,2,2,11,50,22201
2015,1,72,2,2,2,11,10,22201
2000,1,62,1,2,2,12,50,22202
2005,1,67,1,2,2,12,78,22202
2010,1,72,1,2,2,12,60,22202
2000,1,29,1,1,5,10,150,22203
2000,1,57,1,2,2,5,120,22501
2000,1,33,1,1,3,8,85,22503
2000,1,74,1,2,4,12,200,22601
2000,1,65,1,3,2,8,58,22701
2005,1,70,1,3,2,19,70,22701
2010,1,36,1,2,5,15,232,22703
2015,15,41,1,2,5,15,650,22703
2020,15,46,1,2,5,15,620,22703
2005,1,39,1,2,5,3,375,22901
2010,8,44,1,2,5,3,660,22901
2005,1,35,2,2,5,3,225,22902
2015,8,45,2,2,5,7,200,22902
2000,1,47,1,2,5,8,220,23201
2005,1,52,1,2,5,13,380,23201
2010,1,57,1,2,5,13,500,23201
2015,1,62,1,2,5,13,500,23201
2015,1,32,1,1,5,15,160,23203
2020,8,37,1,2,5,15,200,23203
2000,1,61,1,2,3,12,100,23401
2005,1,66,1,2,3,12,100,23401
2010,1,71,1,2,3,12,100,23401
2000,1,20,1,1,3,9,70,23502
2005,1,25,1,1,4,9,88,23502
2010,1,30,1,2,4,13,300,23502
2015,8,35,1,2,4,13,320,23502
2005,1,45,2,2,2,9,120,23602
2000,1,55,1,2,2,12,50,23701
2005,1,60,1,2,2,12,80,23701
2005,1,58,2,2,2,14,55,23702
2020,1,52,1,2,2,8,210,23703
2000,1,26,1,1,3,3,100,23705
2005,5,31,1,2,3,3,280,23705
2010,1,36,1,3,3,6,150,23705
2015,1,41,1,3,3,6,210,23705
2020,1,46,1,3,3,6,300,23705
2000,1,36,1,1,3,3,120,23901
2005,1,41,1,2,3,3,200,23901
2015,1,51,1,2,3,3,257,23901
2020,1,56,1,2,3,3,200,23901
2005,1,36,2,2,3,13,145,23902
2020,1,51,2,2,3,12,165,23902
2000,1,38,1,3,3,3,120,24101
2005,1,43,1,2,3,6,75,24101
2010,13,48,1,2,3,14,120,24101
2015,13,53,1,2,3,3,250,24101
2020,13,58,1,2,3,6,250,24101
2005,1,37,2,2,2,3,75,24102
2010,13,42,2,2,2,3,130,24102
2015,13,47,2,2,2,3,150,24102
2020,13,52,2,2,2,3,200,24102
2000,1,46,1,1,4,6,120,24301
2005,1,51,1,1,4,6,100,24301
2010,1,56,1,1,4,6,150,24301
2015,1,61,1,2,4,6,180,24301
2020,1,66,1,2,4,6,250,24301
2010,8,53,1,2,5,6,250,24401
2020,8,63,1,2,5,6,100,24401
2005,8,44,2,2,2,3,100,24402
2020,8,59,2,2,2,9,150,24402
2015,8,28,2,1,4,7,150,24403
2020,8,33,2,1,4,18,250,24403
2015,8,25,1,1,4,18,60,24404
2000,1,81,2,3,1,15,15,24601
2010,1,32,1,2,5,16,225,24704
2010,1,29,2,1,5,13,120,24705
2015,1,34,2,1,5,13,148,24705
2005,1,40,1,2,5,13,300,24801
2010,1,45,1,2,5,12,200,24801
2015,1,50,1,2,5,9,195,24801
2020,1,55,1,2,5,9,350,24801
2000,1,35,2,2,3,18,150,24802
2005,1,40,2,2,3,18,192,24802
2010,1,45,2,2,4,18,100,24802
2015,1,50,2,2,4,12,200,24802
2020,1,55,2,2,4,12,400,24802
2000,1,58,2,2,5,7,30,24902
2005,1,34,1,1,5,16,200,24903
2000,1,27,2,1,5,7,150,24904
2005,1,27,1,1,4,13,150,24905
2010,1,32,1,1,4,13,200,24905
2000,1,55,2,2,2,9,48,25002
2000,1,28,1,1,5,11,120,25003
2005,1,33,1,1,5,11,236,25003
2015,1,43,1,1,5,11,500,25003
2020,1,48,1,1,5,11,700,25003
2000,1,40,2,2,2,7,78,25102
2005,1,45,2,2,2,7,80,25102
2010,1,50,2,3,2,7,150,25102
2020,1,60,2,3,2,14,145,25102
2005,1,20,2,1,3,3,70,25103
2010,1,25,2,1,3,7,145,25103
2020,1,35,2,3,3,7,220,25103
2000,1,33,1,2,5,11,250,25201
2005,8,38,1,2,5,11,200,25201
2010,8,43,1,2,5,11,500,25201
2015,8,48,1,2,5,11,600,25201
2020,8,53,1,2,5,11,750,25201
2000,1,27,2,2,5,16,90,25202
2010,8,37,2,2,5,16,250,25202
2015,8,42,2,2,5,16,250,25202
2020,8,47,2,2,5,16,250,25202
2000,1,58,1,2,2,16,110,25204
2005,1,63,1,2,2,12,65,25204
2010,1,68,1,2,2,12,100,25204
2015,1,73,1,2,2,12,129,25204
2000,1,38,1,2,3,6,135,25302
2000,1,47,1,2,4,5,300,25602
2005,1,52,1,2,4,5,475,25602
2020,1,67,1,2,4,12,400,25602
2005,1,24,2,1,3,17,80,25603
2020,1,38,2,2,5,11,450,25604
2015,8,64,2,3,2,11,130,25701
2005,8,28,1,1,5,6,200,25703
2010,5,33,1,2,5,15,180,25703
2015,5,38,1,2,5,15,300,25703
2000,1,35,1,1,5,7,120,25803
2015,8,57,1,1,3,8,156,25901
2020,8,62,1,1,3,8,195,25901
2010,1,70,1,2,2,7,75,26001
2005,1,31,1,2,5,11,310,26004
2010,1,36,1,2,5,11,400,26004
2015,1,41,1,2,5,11,750,26004
2020,1,46,1,2,5,11,750,26004
2000,8,49,1,2,2,6,130,26101
2005,8,54,1,2,2,6,150,26101
2010,8,59,1,2,2,6,130,26101
2015,8,64,1,2,2,14,200,26101
2020,8,69,1,2,2,6,250,26101
2000,8,41,2,2,2,3,60,26102
2005,8,46,2,2,2,3,100,26102
2010,8,51,2,2,2,3,110,26102
2015,8,56,2,2,2,3,130,26102
2020,8,61,2,2,2,3,160,26102
2010,8,29,2,1,5,10,316,26103
2015,1,34,2,2,5,10,160,26103
2020,8,39,2,2,5,10,430,26103
2005,8,22,2,1,4,9,30,26104
2010,8,27,2,1,5,11,200,26104
2015,8,32,2,1,5,11,350,26104
2010,8,24,2,1,4,17,120,26105
2015,8,29,2,1,4,16,200,26105
2020,8,34,2,1,4,16,230,26105
2010,8,22,2,1,3,7,110,26106
2000,1,32,1,2,4,13,140,26401
2005,1,37,1,2,4,10,270,26401
2010,1,42,1,2,4,13,370,26401
2015,1,47,1,2,4,10,440,26401
2020,1,52,1,2,4,10,450,26401
2000,1,43,1,2,2,3,150,26501
2005,1,48,1,2,2,3,200,26501
2010,1,53,1,2,2,3,250,26501
2020,1,63,1,2,2,6,170,26501
2000,1,39,2,2,2,3,63,26502
2005,1,44,2,2,2,3,70,26502
2020,1,33,1,2,4,16,330,26503
2005,1,44,1,2,5,4,270,26601
2010,1,49,1,2,5,6,400,26601
2020,1,59,1,2,5,6,800,26601
2005,1,40,2,2,3,3,10,26602
2020,1,27,2,1,5,17,200,26604
2010,1,52,2,2,3,18,100,26702
2015,1,57,2,2,3,18,119,26702
2020,1,62,2,2,3,18,250,26702
2015,1,30,2,1,5,16,119,26703
2020,1,35,2,1,5,16,230,26703
2000,1,43,1,2,2,19,120,26801
2010,8,53,1,3,2,6,72,26801
2005,1,25,2,1,4,9,38,26903
2010,8,40,2,2,3,3,150,27001
2015,8,45,2,2,3,3,160,27001
2020,8,50,2,2,3,3,196,27001
2000,8,30,1,2,3,6,180,27003
2010,8,40,1,2,3,6,235,27003
2005,1,67,1,2,3,12,80,27101
2000,1,38,1,2,2,6,104,27201
2005,1,43,1,2,2,6,142,27201
2010,1,48,1,2,2,6,170,27201
2015,1,53,1,2,2,6,200,27201
2020,1,58,1,2,2,6,300,27201
2000,1,37,2,2,2,3,60,27202
2005,1,42,2,2,2,3,80,27202
2010,1,47,2,2,2,3,80,27202
2020,1,57,2,2,2,3,70,27202
2010,1,21,2,2,3,7,80,27203
2015,1,26,2,3,3,17,119,27203
2020,1,31,2,3,3,17,210,27203
2015,1,24,1,1,3,7,190,27204
2000,1,34,1,2,3,3,130,27301
2010,1,44,1,3,3,3,150,27301
2000,1,34,2,2,2,3,90,27302
2010,1,44,2,3,2,9,150,27302
2010,1,29,1,1,4,3,130,27306
2005,1,23,2,1,4,14,95,27503
2010,1,28,2,1,4,11,150,27503
2010,1,26,1,1,4,17,120,27504
2015,8,31,1,2,4,7,280,27504
2020,8,36,1,2,4,7,300,27504
2005,1,55,2,2,2,17,87,27602
2010,1,60,2,2,2,9,95,27602
2005,1,28,2,1,5,18,128,27604
2005,1,59,1,2,2,6,100,27701
2020,8,69,2,3,2,15,27,27702
2005,1,30,2,1,4,16,120,27703
2020,8,43,1,1,3,4,150,27704
2000,8,36,1,2,2,6,150,27801
2005,8,41,1,2,2,6,200,27801
2015,8,51,1,2,2,6,250,27801
2010,8,41,2,2,3,19,120,27802
2015,8,46,2,2,3,3,129,27802
2015,8,21,2,1,4,9,168,27804
2015,8,19,2,1,3,7,72,27805
2015,5,49,2,2,3,9,130,27901
2020,5,54,2,2,3,3,236,27901
2010,5,53,1,2,5,8,250,27902
2015,5,58,1,2,5,8,248,27902
2020,5,63,1,2,5,8,285,27902
2000,1,25,1,1,5,7,110,28003
2005,1,30,1,1,5,13,200,28003
2010,1,35,1,2,5,13,320,28003
2015,1,40,1,2,5,13,450,28003
2020,1,45,1,2,5,13,500,28003
2005,1,28,2,1,4,3,100,28004
2000,1,38,2,2,4,19,90,28101
2000,1,39,1,2,2,6,70,28102
2020,1,59,1,3,2,6,150,28102
2005,1,64,1,2,3,12,85,28201
2010,1,69,1,2,3,12,90,28201
2015,1,74,1,2,3,12,109,28201
2020,1,79,1,2,3,12,120,28201
2000,1,50,2,2,2,7,80,28202
2005,1,55,2,2,2,14,66,28202
2010,1,60,2,2,2,14,70,28202
2000,1,27,1,1,4,9,85,28203
2005,1,32,1,1,4,9,180,28203
2010,1,37,1,1,4,11,300,28203
2020,1,47,1,1,4,7,280,28203
2005,8,27,2,1,4,7,150,28303
2005,8,34,1,2,5,7,230,28305
2015,1,23,2,1,4,18,158,28403
2000,1,51,1,2,2,3,150,28601
2000,1,47,2,2,2,9,80,28602
2010,1,57,2,2,2,17,75,28602
2015,1,62,2,2,2,17,120,28602
2020,1,67,2,3,2,17,170,28602
2000,1,25,1,1,3,9,100,28603
2010,1,35,1,1,3,14,90,28603
2015,1,40,1,1,3,9,180,28603
2020,1,45,1,3,3,9,180,28603
2000,1,35,1,2,5,11,300,28701
2010,8,45,1,2,5,11,583,28701
2020,1,47,1,2,4,11,450,28801
2000,1,28,1,1,4,7,70,28901
2010,1,80,1,2,3,17,20,29001
2000,1,41,1,2,5,7,190,29101
2005,1,46,1,3,5,3,255,29101
2010,1,21,1,1,4,9,100,29103
2015,1,26,1,1,4,7,300,29103
2015,1,24,1,1,2,7,300,29104
2020,1,29,1,1,2,7,230,29104
2005,1,40,2,2,5,16,100,29202
2010,1,45,2,2,5,16,180,29202
2015,8,50,2,2,5,16,250,29202
2020,5,55,2,2,5,16,170,29202
2020,5,22,1,1,4,9,173,29203
2000,1,36,1,2,5,11,210,29501
2005,1,41,1,2,5,11,375,29501
2010,1,46,1,2,5,11,650,29501
2015,1,51,1,2,5,11,750,29501
2020,1,56,1,2,5,7,200,29501
2020,1,64,1,2,5,13,500,29601
2000,1,28,1,1,4,13,80,29604
2010,1,26,2,1,5,11,200,29605
2015,1,31,2,2,5,10,210,29605
2020,1,36,2,2,5,3,300,29605
2015,1,29,1,1,5,13,200,29606
2020,1,34,1,1,5,13,320,29606
2005,1,26,1,1,5,16,146,29703
2010,1,31,1,1,5,16,300,29703
2015,1,36,1,1,5,16,80,29703
2020,1,41,1,1,5,16,230,29703
2005,1,24,1,1,4,18,25,29704
2010,1,29,1,1,5,17,150,29704
2015,1,34,1,1,5,13,300,29704
2020,1,39,1,2,5,13,400,29704
2005,1,62,2,2,2,20,125,29802
2000,1,30,1,2,3,11,190,30003
2005,1,35,1,2,3,11,320,30003
2010,1,40,1,2,3,11,340,30003
2020,1,34,1,1,3,7,140,30103
2000,1,27,1,1,5,16,150,30302
2005,1,32,1,1,5,16,400,30302
2010,1,37,1,1,5,16,270,30302
2015,1,42,1,2,5,16,300,30302
2020,1,47,1,2,5,16,480,30302
2000,1,35,1,1,4,16,90,30403
2010,5,45,1,1,4,16,220,30403
2020,8,55,1,1,4,8,140,30403
2000,1,30,1,2,4,11,220,30501
2005,1,35,1,2,4,11,330,30501
2010,1,40,1,2,4,11,500,30501
2015,1,45,1,2,4,11,600,30501
2005,1,35,2,2,3,11,137,30502
2010,1,40,2,2,3,11,125,30502
2015,1,45,2,2,3,11,240,30502
2020,1,50,2,2,3,11,240,30502
2000,8,58,1,2,2,14,150,30601
2015,8,73,1,2,2,6,200,30601
2000,1,44,1,2,2,3,150,30701
2005,8,49,1,2,2,3,150,30701
2010,8,54,1,2,2,3,150,30701
2015,8,59,1,2,2,3,200,30701
2000,1,44,2,2,2,20,20,30702
2005,8,49,2,2,2,3,80,30702
2010,8,54,2,2,2,9,50,30702
2015,8,59,2,2,2,18,60,30702
2020,10,64,2,2,2,9,170,30702
2005,8,24,1,1,4,9,110,30703
2010,8,22,1,1,4,3,140,30704
2015,8,27,1,1,4,3,200,30704
2005,5,40,1,3,3,18,170,30802
2010,5,45,1,3,3,18,200,30802
2015,5,50,1,3,3,18,260,30802
2020,5,55,1,3,3,18,305,30802
2000,5,28,2,2,3,3,50,30803
2000,1,41,1,2,2,6,140,30901
2005,1,46,1,2,2,6,240,30901
2010,1,51,1,2,2,6,100,30901
2015,1,56,1,2,2,6,80,30901
2020,1,61,1,2,2,6,200,30901
2000,1,36,2,2,2,3,30,30902
2010,1,25,2,1,4,17,200,30903
2015,1,30,2,1,4,17,230,30903
2020,1,35,2,2,4,17,250,30903
2015,1,28,1,1,5,8,250,30904
2000,1,60,2,3,2,11,100,31001
2000,1,28,1,1,2,4,80,31002
2010,1,38,1,1,2,4,140,31002
2015,8,43,1,1,2,6,100,31002
2005,1,45,2,2,5,14,100,31302
2010,1,50,2,2,5,14,120,31302
2015,1,55,2,2,5,14,195,31302
2020,1,60,2,2,5,14,220,31302
2000,1,63,2,2,2,12,70,31304
2005,1,68,2,3,2,12,50,31304
2020,1,83,2,3,2,17,27,31304
2015,1,27,2,1,4,13,130,31305
2020,1,32,2,1,4,13,300,31305
2020,1,29,1,1,5,1,250,31306
2005,1,48,1,3,2,6,72,31401
2010,1,53,1,3,2,6,80,31401
2015,1,58,1,3,2,6,150,31401
2000,1,30,2,1,3,17,70,31602
2020,1,50,2,1,3,19,80,31602
2000,1,27,1,1,3,7,150,31603
2010,1,37,1,2,3,3,250,31603
2015,1,42,1,2,3,7,200,31603
2020,1,47,1,2,3,3,250,31603
2000,1,61,1,2,3,6,60,31701
2000,1,37,2,2,2,3,75,31902
2005,1,42,2,3,2,3,50,31902
2010,1,47,2,3,2,3,80,31902
2015,1,52,2,3,2,3,100,31902
2020,1,57,2,3,2,9,60,31902
2020,1,26,1,1,4,15,200,31903
2005,1,46,2,2,2,3,30,32002
2010,1,24,2,1,5,10,300,32003
2000,1,25,1,1,3,4,110,32102
2005,1,30,1,1,3,4,160,32102
2000,1,51,1,2,2,18,70,32201
2005,1,56,1,2,2,18,118,32201
2000,1,45,2,2,2,20,100,32202
2005,1,50,2,2,2,20,100,32202
2010,1,55,2,2,2,20,100,32202
2000,1,21,2,1,3,4,84,32204
2000,1,33,1,2,3,7,110,32301
2005,8,38,1,3,3,7,320,32301
2010,1,43,1,3,3,6,130,32301
2015,1,48,1,3,3,6,130,32301
2020,1,53,1,3,3,6,200,32301
2005,1,40,2,3,3,3,100,32302
2010,1,42,2,2,3,17,40,32402
2015,1,47,2,2,3,9,100,32402
2020,1,52,2,3,3,9,270,32402
2015,1,26,1,1,4,17,150,32403
2010,1,19,1,1,3,9,130,32404
2015,1,24,1,1,3,18,40,32404
2000,1,30,1,1,3,15,100,32602
2005,1,35,1,2,3,15,240,32602
2010,1,40,1,2,3,15,290,32602
2015,1,45,1,2,3,15,400,32602
2020,1,50,1,2,3,15,450,32602
2010,1,36,2,2,4,17,100,32603
2020,1,20,1,1,4,16,30,32604
2010,1,53,1,2,2,7,175,32702
2000,1,34,2,2,2,9,45,32703
2010,1,44,2,2,2,14,80,32703
2000,1,29,2,1,3,16,130,32801
2005,1,34,2,2,3,11,100,32801
2010,1,39,2,2,3,16,200,32801
2015,1,44,2,2,3,16,250,32801
2020,8,49,2,2,3,19,330,32801
2000,1,40,1,2,3,3,150,32802
2005,1,45,1,2,3,3,150,32802
2010,1,50,1,2,3,3,240,32802
2015,1,55,1,2,3,3,250,32802
2020,8,60,1,2,3,3,300,32802
2000,1,37,2,2,3,3,80,32803
2005,1,42,2,2,3,3,80,32803
2010,1,47,2,2,3,3,170,32803
2015,1,27,1,1,4,9,200,32804
2020,8,32,1,1,4,9,250,32804
2020,8,27,1,1,5,3,200,32805
2015,1,59,1,2,3,3,100,33001
2020,1,64,1,2,3,3,190,33001
2000,1,43,2,2,2,3,100,33002
2005,1,48,2,2,2,3,140,33002
2010,1,53,2,2,2,3,150,33002
2015,1,58,2,3,2,3,173,33002
2015,1,32,1,1,3,18,88,33003
2020,1,37,1,1,3,3,150,33003
2010,1,26,1,1,5,16,40,33004
2015,1,31,1,1,5,16,150,33004
2020,1,36,1,1,5,16,230,33004
2000,1,24,1,1,3,6,105,33103
2015,1,36,1,2,5,16,400,33104
2020,1,41,1,2,5,16,400,33104
2010,1,32,1,2,4,3,150,33105
2015,1,37,1,2,4,3,160,33105
2020,1,42,1,2,4,3,180,33105
2000,1,32,1,2,2,3,140,33201
2010,1,42,1,2,2,6,50,33201
2020,13,52,1,2,2,19,200,33201
2000,1,31,2,2,3,7,42,33202
2015,8,46,2,3,3,11,140,33202
2020,8,51,2,2,3,11,150,33202
2010,1,47,2,2,2,14,97,33204
2020,13,57,2,2,2,17,200,33204
2010,1,48,2,1,2,3,100,33302
2000,1,50,1,2,3,6,160,33401
2005,1,55,1,2,3,6,200,33401
2010,1,60,1,2,3,6,100,33401
2015,1,65,1,2,3,6,80,33401
2000,1,48,2,2,2,3,100,33402
2000,1,25,1,1,3,6,80,33403
2005,1,30,1,1,3,6,140,33403
2010,1,35,1,1,3,6,80,33403
2015,1,40,1,1,3,6,100,33403
2020,1,45,1,1,3,6,150,33403
2005,1,28,1,1,4,6,120,33404
2010,1,33,1,2,4,6,100,33404
2000,1,38,2,2,3,3,80,33604
2005,1,43,2,2,3,3,100,33604
2000,1,42,2,3,2,9,90,33605
2015,1,47,2,2,3,20,120,33606
2010,1,28,2,1,3,8,270,33607
2020,1,28,1,1,4,3,200,33609
2000,1,35,1,1,3,3,150,33610
2000,1,39,1,2,3,6,150,33701
2005,1,44,1,2,3,6,120,33701
2010,1,49,1,2,3,6,100,33701
2015,1,54,1,2,3,6,100,33701
2020,1,59,1,2,3,6,250,33701
2000,1,43,2,2,2,3,80,33702
2005,1,48,2,2,2,3,100,33702
2020,1,63,2,2,2,3,80,33702
2020,1,25,2,1,4,3,160,33704
2000,1,35,1,1,2,8,80,33801
2010,1,45,1,1,2,8,150,33801
2000,1,50,1,2,3,15,42,34001
2000,1,45,2,2,2,9,90,34002
2005,1,24,2,1,5,18,167,34003
2010,1,29,2,1,5,18,280,34003
2015,1,34,2,1,5,18,365,34003
2020,1,39,2,1,5,18,350,34003
2005,1,69,1,2,3,12,80,34101
2010,8,74,1,2,3,15,20,34101
2015,8,79,1,2,3,16,20,34101
2015,8,78,2,2,2,16,20,34102
2015,1,55,1,1,4,16,170,34201
2020,1,60,1,1,4,12,200,34201
2000,1,29,1,1,2,9,120,34301
2015,4,44,1,1,2,14,160,34301
2020,4,49,1,1,2,12,270,34301
2005,1,63,2,2,1,14,90,34303
2000,1,38,1,3,3,8,120,34401
2015,1,24,1,1,3,3,130,34402
2000,1,33,2,2,3,16,100,34602
2005,1,38,2,2,3,9,100,34602
2000,1,34,1,2,3,3,250,34701
2000,1,34,2,2,3,3,10,34702
2020,1,31,1,1,5,15,180,34803
2000,1,53,1,2,5,16,250,34901
2000,1,25,1,1,5,16,130,34904
2000,8,25,1,1,3,3,100,35201
2005,1,30,1,1,3,6,150,35201
2010,1,35,1,3,3,6,200,35201
2015,1,40,1,3,3,6,160,35201
2020,1,45,1,3,3,6,150,35201
2000,1,55,1,2,2,6,140,35301
2005,1,60,1,2,2,6,150,35301
2010,1,65,1,2,2,6,100,35301
2015,1,70,1,2,2,6,80,35301
2005,1,30,1,1,5,6,202,35304
2010,1,35,1,1,5,6,200,35304
2015,1,40,1,1,5,6,300,35304
2020,1,45,1,1,5,6,280,35304
2000,1,53,2,3,2,18,90,35401
2005,1,58,2,3,2,18,96,35401
2000,1,23,1,1,3,3,95,35403
2005,1,28,1,1,3,7,110,35403
2010,1,33,1,1,3,7,300,35403
2020,1,43,1,2,3,7,250,35403
2020,1,53,2,2,3,14,180,35502
2020,1,26,1,1,4,17,70,35503
2005,1,32,1,1,5,19,60,35603
2020,8,47,1,2,5,19,200,35603
2000,1,61,2,3,3,15,11,35701
2005,8,32,1,1,4,7,150,36002
2000,1,51,1,2,3,7,30,36101
2000,1,46,2,2,3,3,70,36102
2005,1,24,2,1,5,16,83,36103
2010,1,29,2,2,5,16,190,36103
2015,1,34,2,2,5,16,190,36103
2020,1,39,2,2,5,16,350,36103
2015,8,33,1,1,5,17,80,36104
2010,1,50,1,2,4,12,270,36201
2015,1,55,1,2,4,12,250,36201
2020,1,60,1,2,4,12,300,36201
2010,1,44,2,2,3,12,240,36202
2015,1,49,2,2,4,12,300,36202
2020,1,54,2,2,5,12,300,36202
2020,8,33,1,2,5,3,330,36306
2005,8,62,1,2,3,12,84,36501
2010,8,67,1,2,3,12,100,36501
2015,8,72,1,2,3,14,135,36501
2000,1,52,2,2,2,9,80,36502
2010,8,62,2,2,2,17,50,36502
2015,8,67,2,2,2,17,113,36502
2020,11,72,2,2,2,17,27,36502
2015,8,40,1,2,4,8,300,36504
2020,8,45,1,2,4,8,300,36504
2015,8,36,1,2,2,3,280,36505
2020,5,73,1,2,2,15,27,36601
2020,5,68,2,2,2,17,40,36602
2005,5,28,1,1,5,3,140,36603
2010,5,31,1,1,3,7,130,36604
2020,8,26,1,1,4,7,130,36704
2000,1,53,2,2,2,9,100,36802
2010,1,56,1,2,3,12,220,36901
2000,1,31,1,1,5,3,200,37003
